date,time,grid,trap,l_ear,r_ear,sex,age,weight,hindft
1998-11-26,10,bonrip,2c,414d320671,-,-,-,1430,-
1998-11-26,10,bonrip,2d,414d103e3a,-,-,-,1430,-
1998-11-26,10,bonrip,4e,414d1d0559,-,-,-,1590,-
1998-11-26,10,bonrip,5c,414d0e236b,-,-,-,1710,-
1998-11-26,10,bonrip,5d,414d310e44,-,-,-,1780,-
1998-11-26,10,bonrip,5a,414d1e3557,-,-,-,1830,-
1998-11-26,10,bonrip,4b,414d12350c,-,-,-,2170,-
1998-11-26,10,bonrip,1a,414d096a08,-,-,-,1370,-
1998-11-26,10,bonrip,3b,414d2b4b58,-,-,-,1710,-
1998-11-26,10,bonrip,3d,414d193011,-,-,-,1890,-
1998-11-26,10,bonrip,4a,414d0f5b3d,-,-,-,2170,-
1998-11-26,10,bonrip,2e,414d262d43,-,-,-,1490,-
1998-11-26,10,bonrip,5e,414d2e6226,-,-,-,1730,-
1998-11-26,10,bonrip,4c,414d197c34,-,-,-,1510,-
1998-11-27,10,bonrip,8a,4109343929,-,m,-,1510,-
1998-11-27,10,bonrip,8e,41092a5a14,-,m,-,1620,-
1998-11-27,10,bonrip,2c,414d231059,-,m,-,1670,-
1998-11-27,10,bonrip,5c,41090f5e01,-,m,-,1690,-
1998-11-27,10,bonrip,7e,4109276054,-,m,-,1720,-
1998-11-27,10,bonrip,1e,414d363f65,-,m,-,1870,-
1998-11-27,10,bonrip,2b,414d320671,-,m,-,-,-
1998-11-27,10,bonrip,3b,414d2a247d,-,m,-,-,-
1998-11-27,10,bonrip,7c,41091a5978,-,m,-,1690,-
1998-11-27,10,bonrip,10c,410912535d,-,m,-,1670,-
1998-11-27,10,bonrip,3c,414d114458,-,m,-,-,-
1998-11-27,10,bonrip,6c,4109264b12,-,m,-,1750,-
1998-11-27,10,bonrip,4c,4109156d37,-,f,-,1670,-
1998-11-27,10,bonrip,1c,414d182b2a,-,f,-,1990,-
1998-11-27,10,bonrip,4b,410916792d,-,f,-,-,-
1998-11-27,10,bonrip,4e,414d2e6226,-,f,-,-,-
1998-11-27,10,bonrip,6a,41093a0623,-,f,-,-,-
1998-11-27,10,bonrip,7b,4109297f5d,-,f,-,-,-
1998-11-27,10,bonrip,8b,41091c6706,-,f,-,-,-
1998-11-27,10,bonrip,2a,414d171b7f,-,f,-,1650,-
1998-11-27,10,bonrip,5b,4109285a73,-,f,-,1770,-
1998-11-27,10,bonrip,9a,4109101c08,-,f,-,1790,-
1998-11-27,10,bonrip,6b,4109350e4d,-,f,-,1640,-
1998-11-27,10,bonrip,3e,414d193011,-,f,-,-,-
1998-11-27,10,bonrip,2e,414d0b2c38,-,f,-,1830,-
1998-11-27,10,bonrip,9d,4109257c11,-,-,-,1770,-
1998-11-28,10,bonrip,1d,414d103e3a,-,m,-,1370,-
1998-11-28,10,bonrip,1c,4109250570,-,m,-,1870,-
1998-11-28,10,bonrip,3d,414d197c34,-,m,-,-,-
1998-11-28,10,bonrip,5d,414d0e236b,-,m,-,-,-
1998-11-28,10,bonrip,3e,414d1d0559,-,m,-,-,-
1998-11-28,10,bonrip,9a,4109343929,-,m,-,-,-
1998-11-28,10,bonrip,6a,41090f6220,-,m,-,1770,-
1998-11-28,10,bonrip,2c,4109152f7a,-,f,-,1470,-
1998-11-28,10,bonrip,2b,414d1e3557,-,f,-,1670,-
1998-11-28,10,bonrip,6e,4109282708,-,f,-,1770,-
1998-11-28,10,bonrip,4b,414d2e6226,-,f,-,-,-
1998-11-28,10,bonrip,5a,4109187f32,-,f,-,1770,-
1998-11-28,10,bonrip,9b,4109314d2f,-,f,-,1720,-
1998-11-28,10,bonrip,8a,4109253d4b,-,f,-,1670,-
1998-11-28,10,bonrip,1e,414d0b2c38,-,-,-,-,-
1998-11-28,10,bonrip,8c,4109297f5d,-,-,-,-,-
1998-11-28,10,bonrip,7d,4109276054,-,-,-,-,-
1998-11-28,10,bonrip,7c,41091c6706,-,-,-,-,-
1998-11-28,10,bonrip,6b,4109285a73,-,-,-,-,-
1998-11-28,10,bonrip,8d,41092a5a14,-,-,-,-,-
1999-03-14,8:30,bonrip,9a,4109257c11,-,m,-,1580,-
1999-03-14,8:30,bonrip,4c,41090f5e01,-,m,-,1450,-
1999-03-14,8:30,bonrip,6c,4109264b12,-,m,-,1860,-
1999-03-14,8:30,bonrip,3e,413a366d15,-,f,-,1400,-
1999-03-14,8:30,bonrip,3a,413a3c760a,-,f,-,1940,-
1999-03-14,8:30,bonrip,9b,4142314a62,-,f,-,1480,-
1999-03-14,8:30,bonrip,1a,4109282708,-,f,-,1640,-
1999-03-14,8:30,bonrip,6b,413a0f6448,-,f,-,1780,-
1999-03-14,8:30,bonrip,1d,413a051820,-,f,-,1480,-
1999-03-14,8:30,bonrip,1c,413a0e011f,-,f,-,1670,-
1999-03-15,8:30,bonrip,10b,4142314a62,-,m,-,1500,-
1999-03-15,8:30,bonrip,7a,413a4a1e47,-,m,-,1660,-
1999-03-15,8:30,bonrip,9b,4109253d4b,-,m,-,1820,-
1999-03-15,8:30,bonrip,1c,4139741776,-,m,-,1560,-
1999-03-15,8:30,bonrip,6a,41093a0623,-,m,-,1600,-
1999-03-15,8:30,bonrip,9e,41092a5a14,-,m,-,1580,-
1999-03-15,8:30,bonrip,1b,413a0e011f,-,-,-,1760,-
1999-03-15,8:30,bonrip,5b,413a0f6448,-,-,-,1580,-
1999-03-15,8:30,bonrip,1e,413a051820,-,-,-,-,-
1999-03-15,8:30,bonrip,9a,4109257c11,-,-,-,-,-
1999-03-15,8:30,bonrip,6c,41090f5e01,-,-,-,1420,-
1999-03-15,8:54,bonrip,7c,4109264b12,-,-,-,1510,-
1999-03-16,12:51,bonmat,3a,41424f0455,-,m,-,1150,-
1999-03-16,8:33,bonrip,3b,41090f5e01,-,m,-,1200,-
1999-03-16,8:54,bonrip,7c,41090f6220,-,m,-,1300,-
1999-03-16,8:54,bonrip,7a,4139785059,-,f,-,1300,-
1999-03-16,8:54,bonrip,1b,414d182b2a,-,f,-,1700,-
1999-03-16,8:54,bonrip,1c,413a3c426d,-,f,-,1300,-
1999-03-16,12:51,bonmat,4e,4142124c28,-,f,-,1350,-
1999-03-16,12:51,bonmat,7e,4142156705,-,f,-,1400,-
1999-03-16,8:54,bonrip,3e,413a366d15,-,-,-,1350,-
1999-03-16,8:54,bonrip,7b,413a4a1e47,-,-,-,-,-
1999-03-16,8:54,bonrip,10c,4142314a62,-,-,-,-,-
1999-03-16,8:54,bonrip,7e,41092a5a14,-,-,-,-,-
1999-03-16,8:54,bonrip,8a,4109253d4b,-,-,-,-,-
1999-03-16,8:54,bonrip,6c,4109264b12,-,-,-,-,-
1999-03-16,8:54,bonrip,5a,41093a0623,-,-,-,-,-
1999-03-17,8:55,bonrip,8a,4109253d4b,-,f,-,1375,-
1999-03-17,8:26,bonrip,3b,41423b0c05,-,f,-,1780,-
1999-03-17,8:26,bonrip,5e,414249393c,-,f,-,1800,-
1999-03-17,8:26,bonrip,2b,4109282708,-,f,-,1780,-
1999-03-17,8:24,bonrip,6c,4109264b12,-,-,-,-,-
1999-03-17,8:26,bonrip,4c,41090f5e01,-,-,-,1320,-
1999-03-17,8:26,bonrip,3d,413a366d15,-,-,-,1380,-
1999-03-17,8:26,bonrip,5b,41093a0623,-,-,-,1470,-
1999-03-17,8:25,bonrip,7b,413a4a1e47,-,-,-,-,-
1999-03-17,8:26,bonrip,1b,413a3c426d,-,-,-,-,-
1999-03-17,10:33,bonmat,3e,4142124c28,-,-,-,-,-
1999-03-17,8:25,bonrip,9d,41092a5a14,-,-,-,-,-
1999-03-17,10:18,bonmat,4a,41424f0455,-,-,-,1080,-
1999-03-17,10:13,bonmat,6e,4142156705,-,-,-,1420,-
1999-03-17,8:25,bonrip,9a,4142314a62,-,-,-,-,-
1999-03-17,8:26,bonrip,1c,413a0e011f,-,-,-,1720,-
1999-03-17,8:50,bonrip,7e,41090f6220,-,-,-,-,-
1999-03-18,8:22,bonmat,5e,41420d1037,-,f,-,1580,-
1999-03-18,8:22,bonmat,6c,4142156705,-,-,-,-,-
1999-03-18,8:22,bonmat,4f,4142124c28,-,-,-,-,-
1999-06-23,17:13,bonrip,4d,74,75,-,-,435,-
1999-06-23,6:33,bonrip,3d,72,73,m,j,445,-
1999-06-23,6:47,bonrip,4c,74,75,m,j,520,-
1999-06-23,17:23,bonrip,4c,78,79,m,j,430,-
1999-06-23,6:06,bonrip,2c,68,69,m,j,395,-
1999-06-23,6:57,bonrip,4b,76,77,m,j,410,-
1999-06-23,6:22,bonrip,2e,70,71,f,j,420,-
1999-06-24,18:42,bonmat,2a,102,103,m,-,620,-
1999-06-24,16:57,bonrip,3c,78,79,-,-,425,-
1999-06-24,18:28,bonmat,2c,100,101,m,a,1380,-
1999-06-24,8:28,bonmat,7b,90,91,m,a,1795,-
1999-06-24,19:04,bonmat,3e,104,105,m,j,570,-
1999-06-24,17:38,bonrip,9a,98,99,m,j,590,-
1999-06-24,6:00,bonrip,2b,80,81,m,j,545,-
1999-06-24,17:04,bonrip,3a,94,95,m,j,425,-
1999-06-24,6:19,bonrip,3e,82,83,m,j,480,-
1999-06-24,7:46,bonmat,4c,86,87,f,j,570,-
1999-06-24,7:38,bonmat,3a,-,-,f,j,390,-
1999-06-24,6:41,bonrip,5d,84,85,f,j,530,-
1999-06-24,8:38,bonmat,7c,92,93,f,j,470,-
1999-06-24,8:09,bonmat,6e,88,89,f,j,545,-
1999-06-24,17:22,bonrip,8d,96,97,f,j,355,-
1999-06-24,19:22,bonmat,6b,106,107,f,j,475,-
1999-06-25,8:54,bonmat,3e,120,121,f,-,1760,-
1999-06-25,17:57,bonmat,3b,118,119,-,-,615,-
1999-06-25,6:04,bonrip,2b,78,79,-,-,425,-
1999-06-25,6:55,bonrip,6d,84,85,-,-,-,-
1999-06-25,8:41,bonmat,4c,106,107,-,-,465,-
1999-06-25,8:09,bonmat,2c,116,117,m,a,1175,-
1999-06-25,9:40,bonmat,5f,126,125,-,j,500,-
1999-06-25,7:16,bonrip,10a,114,115,m,j,425,-
1999-06-25,6:44,bonrip,5d,110,111,m,j,395,-
1999-06-25,6:30,bonrip,3a,108,109,m,j,400,-
1999-06-25,7:05,bonrip,7b,112,113,m,j,660,-
1999-06-25,17:35,bonmat,1b,127,128,m,j,545,-
1999-06-25,17:47,bonmat,2c,129,130,f,j,570,-
1999-06-25,9:05,bonmat,3f,122,123,f,j,305,-
1999-06-25,8:29,bonmat,4a,118,119,f,j,605,-
1999-06-26,6:44,bonmat,3f,104,105,-,-,525,-
1999-06-26,6:36,bonmat,3e,122,123,-,-,315,-
1999-06-26,6:23,bonmat,4c,106,107,-,-,475,-
1999-08-24,7:54,bonrip,2b,501,502,m,a,1310,-
1999-08-24,8:06,bonrip,2a,503,504,m,a,1180,-
1999-08-24,7:59,bonmat,4d,407,408,m,a,1405,-
1999-08-24,9:36,bonrip,7d,514,515,m,a,1010,-
1999-08-24,8:20,bonmat,5e,411,412,m,a,1270,-
1999-08-24,10:06,bonrip,8c,520,521,m,a,1140,-
1999-08-24,9:03,bonmat,7e,415,416,m,a,1530,-
1999-08-24,10:03,bonrip,7b,425,426,m,a,1190,-
1999-08-24,10:16,bonrip,8e,522,523,f,a,1810,-
1999-08-24,8:36,bonmat,6c,413,414,f,a,1140,-
1999-08-24,9:57,bonrip,7c,518,519,f,a,1040,-
1999-08-24,9:26,bonrip,6d,512,513,f,a,1060,-
1999-08-24,10:28,bonrip,10c,524,525,f,a,1170,-
1999-08-24,8:59,bonrip,4d,508,509,f,a,1000,-
1999-08-24,9:32,bonrip,4a,417,418,f,a,1180,-
1999-08-24,8:45,bonmat,7a,90,91,f,a,1910,-
1999-08-24,8:11,bonmat,5d,409,410,f,a,1310,-
1999-08-24,9:12,bonrip,5d,510,511,f,a,1750,-
1999-08-24,9:54,bonrip,6b,423,424,f,a,1350,-
1999-08-24,10:19,bonrip,9c,429,430,f,a,1510,-
1999-08-24,17:38,bonrip,8e,431,432,f,a,1290,-
1999-08-24,9:47,bonrip,7e,516,517,m,j,990,-
1999-08-24,8:27,bonrip,3d,72,505,m,j,1400,-
1999-08-24,9:39,bonrip,5a,419,420,m,j,1040,-
1999-08-24,8:49,bonrip,4e,110,111,m,j,1180,-
1999-08-24,7:57,bonmat,4c,403,404,m,j,1060,-
1999-08-24,9:46,bonrip,5b,421,422,m,j,910,-
1999-08-24,8:37,bonrip,3e,507,506,m,j,930,-
1999-08-24,7:28,bonrip,2e,98,99,m,j,1380,-
1999-08-24,8:19,bonrip,3c,78,79,f,j,1090,-
1999-08-24,7:20,bonmat,3f,122,123,f,j,1380,-
1999-08-24,10:12,bonrip,8b,427,428,f,j,1020,-
1999-08-25,10:29,bonrip,7c,542,543,m,a,1290,-
1999-08-25,10:06,bonrip,8e,540,541,m,a,1780,-
1999-08-25,10:33,bonrip,8b,462,463,m,a,1380,-
1999-08-25,8:50,bonrip,4a,445,446,m,a,1080,-
1999-08-25,19:11,bonrip,6d,468,469,m,a,1470,-
1999-08-25,8:32,bonrip,2b,443,444,m,a,1160,-
1999-08-25,8:21,bonrip,2c,441,442,m,a,1060,-
1999-08-25,5:35,bonmat,3f,116,117,m,a,1510,-
1999-08-25,9:50,bonrip,7d,454,455,m,a,1210,-
1999-08-25,19:54,bonrip,2b,473,474,m,a,1200,-
1999-08-25,7:28,bonmat,7a,526,527,m,a,1710,-
1999-08-25,7:36,bonrip,1e,435,436,m,a,1860,-
1999-08-25,9:01,bonmat,1b,534,535,m,a,1190,-
1999-08-25,8:03,bonmat,5c,530,531,f,a,1680,-
1999-08-25,18:26,bonrip,8e,466,467,f,a,1060,-
1999-08-25,20:07,bonrip,1b,415,476,f,a,1900,-
1999-08-25,10:12,bonrip,6c,458,459,f,a,1950,-
1999-08-25,10:42,bonrip,7b,544,545,f,a,1330,-
1999-08-25,5:17,bonmat,2b,464,465,f,a,1580,-
1999-08-25,7:23,bonrip,1a,433,434,f,a,1050,-
1999-08-25,8:12,bonrip,2d,439,440,f,a,1060,-
1999-08-25,9:12,bonmat,2d,536,537,f,a,1540,-
1999-08-25,19:40,bonrip,4d,471,472,f,a,1080,-
1999-08-25,7:57,bonrip,3e,437,438,f,a,1840,-
1999-08-25,9:59,bonrip,6d,456,457,f,a,1150,-
1999-08-25,19:03,bonrip,5b,508,509,-,a,1130,-
1999-08-25,18:46,bonrip,8c,520,521,-,a,1200,-
1999-08-25,19:24,bonrip,5d,470,-,-,a,1130,-
1999-08-25,10:23,bonrip,8c,520,521,-,a,1100,-
1999-08-25,7:48,bonrip,2e,501,502,-,a,1320,-
1999-08-25,20:13,bonrip,1a,443,444,-,a,1180,-
1999-08-25,18:36,bonrip,8d,425,426,-,a,1210,-
1999-08-25,18:51,bonrip,7b,427,428,-,a,1110,-
1999-08-25,10:14,bonrip,8d,425,426,-,a,1170,-
1999-08-25,18:15,bonrip,9b,114,115,m,j,1410,-
1999-08-25,10:25,bonrip,8a,460,461,m,j,910,-
1999-08-25,8:05,bonrip,3d,110,111,m,j,1160,-
1999-08-25,8:44,bonrip,3a,108,109,m,j,1160,-
1999-08-25,7:48,bonmat,7a,528,529,m,j,1090,-
1999-08-25,8:42,bonmat,5b,532,533,m,j,920,-
1999-08-25,9:23,bonrip,5e,452,453,f,j,960,-
1999-08-25,8:25,bonmat,3f,122,123,f,j,1350,-
1999-08-25,9:50,bonrip,10c,538,539,f,j,1090,-
1999-08-25,9:14,bonrip,5d,450,451,f,j,960,-
1999-08-25,9:00,bonrip,5b,448,449,f,j,960,-
1999-08-25,8:13,bonmat,4d,106,107,f,j,1430,-
1999-08-25,19:35,bonrip,3d,72,505,-,j,1350,-
1999-08-25,20:01,bonrip,2e,98,99,-,j,1390,-
1999-08-25,19:22,bonrip,5e,110,111,-,j,1230,-
1999-08-25,9:31,bonrip,4e,72,505,-,j,1320,-
1999-08-26,9:11,bonrip,2b,439,440,-,-,980,-
1999-08-26,17:13,bonrip,1c,566,567,m,a,1360,-
1999-08-26,8:56,bonrip,2c,552,553,m,a,1490,-
1999-08-26,9:23,bonmat,2b,489,490,m,a,1160,-
1999-08-26,9:42,bonrip,3c,558,559,m,a,1720,-
1999-08-26,10:58,bonrip,7a,497,498,m,a,1110,-
1999-08-26,8:24,bonrip,1e,548,549,m,a,1510,-
1999-08-26,17:52,bonrip,5b,603,604,m,a,1710,-
1999-08-26,10:47,bonrip,7d,495,496,m,a,1230,-
1999-08-26,8:29,bonmat,5d,483,484,m,a,1110,-
1999-08-26,7:35,bonrip,1a,546,547,f,a,1220,-
1999-08-26,10:19,bonrip,4b,563,562,f,a,1480,-
1999-08-26,9:31,bonrip,3b,556,557,f,a,1120,-
1999-08-26,9:13,bonrip,2a,554,555,f,a,1580,-
1999-08-26,9:57,bonrip,4a,491,-,f,a,2090,-
1999-08-26,10:45,bonrip,5c,564,565,f,a,1530,-
1999-08-26,10:07,bonrip,4d,560,561,f,a,1530,-
1999-08-26,7:44,bonmat,6a,90,91,f,a,1710,-
1999-08-26,7:35,bonmat,7a,477,478,f,a,1320,-
1999-08-26,18:39,bonmat,1b,605,606,f,a,1260,-
1999-08-26,10:13,bonrip,9a,493,494,f,a,1200,-
1999-08-26,10:28,bonrip,10c,538,539,-,a,1050,-
1999-08-26,10:41,bonrip,5a,458,459,-,a,1930,-
1999-08-26,10:40,bonrip,8d,516,517,-,a,1170,-
1999-08-26,11:07,bonrip,6d,512,513,-,a,1150,-
1999-08-26,17:44,bonrip,5a,458,459,-,a,2060,-
1999-08-26,8:17,bonmat,4c,403,404,-,a,1050,-
1999-08-26,8:07,bonrip,1c,501,502,-,a,1420,-
1999-08-26,9:11,bonmat,3b,529,528,-,a,1180,-
1999-08-26,17:27,bonrip,2e,501,502,-,a,1460,-
1999-08-26,10:23,bonrip,9c,429,430,-,a,1430,-
1999-08-26,9:55,bonrip,3e,72,505,m,j,1280,-
1999-08-26,8:38,bonrip,2e,550,551,m,j,900,-
1999-08-26,17:36,bonrip,7a,601,602,m,j,1070,-
1999-08-26,18:27,bonmat,2f,568,569,m,j,930,-
1999-08-26,8:22,bonmat,4d,481,482,m,j,1070,-
1999-08-26,7:18,bonmat,7e,126,125,f,j,1470,-
1999-08-26,11:07,bonrip,6a,499,500,f,j,710,-
1999-08-26,11:18,bonrip,6c,96,97,f,j,1620,-
1999-08-26,8:55,bonmat,2f,487,488,f,j,420,-
1999-08-26,8:52,bonrip,2d,78,79,f,j,1080,-
1999-08-26,7:55,bonmat,6b,479,480,f,j,820,-
1999-08-26,8:39,bonmat,5e,485,486,f,j,1010,-
1999-08-26,17:15,bonrip,10c,114,115,-,j,1410,-
1999-08-26,17:38,bonrip,3d,72,505,-,j,1320,-
1999-08-26,11:01,bonrip,5e,450,451,-,j,990,-
1999-08-26,17:28,bonrip,7e,514,515,-,j,940,-
1999-08-26,8:07,bonmat,4a,532,533,-,j,910,-
1999-08-27,10:32,bonrip,5b,458,459,-,-,-,-
1999-08-27,10:57,bonrip,6d,590,591,m,a,1350,-
1999-08-27,10:07,bonrip,4b,586,587,m,a,1650,-
1999-08-27,10:26,bonrip,8d,623,624,m,a,1700,-
1999-08-27,9:56,bonrip,9b,621,622,m,a,1360,-
1999-08-27,9:18,bonrip,10b,619,620,m,a,1110,-
1999-08-27,9:13,bonrip,1c,578,579,m,a,1680,-
1999-08-27,8:57,bonmat,2b,443,444,m,a,1100,-
1999-08-27,7:25,bonmat,1e,609,610,m,a,1530,-
1999-08-27,7:56,bonmat,4c,611,612,m,a,1190,-
1999-08-27,18:23,bonrip,10b,627,628,f,a,2200,-
1999-08-27,8:56,bonrip,10a,615,616,f,a,1100,-
1999-08-27,7:51,bonmat,6a,90,91,f,a,1650,-
1999-08-27,7:39,bonmat,7a,570,571,f,a,1290,-
1999-08-27,9:50,bonrip,9d,520,521,-,a,1280,-
1999-08-27,7:47,bonmat,4b,529,528,-,a,1200,-
1999-08-27,10:21,bonrip,8e,522,523,-,a,1780,-
1999-08-27,10:52,bonrip,7c,454,455,-,a,1170,-
1999-08-27,10:13,bonrip,8c,516,517,-,a,1100,-
1999-08-27,18:40,bonrip,8e,522,523,-,a,1920,-
1999-08-27,18:47,bonrip,7e,516,517,-,a,1140,-
1999-08-27,10:53,bonrip,5d,564,565,-,a,1380,-
1999-08-27,18:31,bonrip,5d,445,446,-,a,1140,-
1999-08-27,10:08,bonrip,8b,462,463,-,a,1350,-
1999-08-27,18:50,bonrip,7a,462,463,-,a,1400,-
1999-08-27,18:32,bonrip,10d,538,539,-,a,1180,-
1999-08-27,10:47,bonrip,5d,563,562,-,a,1370,-
1999-08-27,10:44,bonrip,7d,542,543,-,a,1420,-
1999-08-27,18:59,bonrip,7b,427,428,-,a,1130,-
1999-08-27,10:33,bonrip,7e,431,432,-,a,1340,-
1999-08-27,5:27,bonmat,2g,120,121,-,a,1880,-
1999-08-27,18:05,bonrip,4c,471,472,-,a,1220,-
1999-08-27,7:18,bonmat,6d,415,416,-,a,1520,-
1999-08-27,9:44,bonrip,3d,582,583,m,j,1000,-
1999-08-27,10:14,bonrip,3a,108,109,m,j,1030,-
1999-08-27,10:21,bonrip,5a,588,589,m,j,980,-
1999-08-27,11:07,bonrip,7a,625,626,m,j,1000,-
1999-08-27,9:53,bonrip,3c,584,585,m,j,1030,-
1999-08-27,9:35,bonrip,3e,580,581,m,j,1060,-
1999-08-27,8:29,bonmat,5g,104,105,m,j,1190,-
1999-08-27,5:24,bonmat,4g,104,105,m,j,1170,-
1999-08-27,9:02,bonmat,1b,576,577,m,j,1050,-
1999-08-27,7:17,bonmat,1g,607,608,m,j,1070,-
1999-08-27,8:22,bonmat,5d,574,575,m,j,990,-
1999-08-27,8:52,bonmat,2a,439,440,f,j,980,-
1999-08-27,9:09,bonrip,10b,617,618,f,j,1080,-
1999-08-27,8:05,bonmat,4d,106,107,f,j,1330,-
1999-08-27,8:08,bonmat,6b,572,573,f,j,820,-
1999-08-27,8:15,bonmat,3e,613,614,f,j,450,-
1999-08-27,10:00,bonrip,4d,508,509,-,j,1020,-
1999-08-27,9:27,bonrip,2e,452,453,-,j,1000,-
1999-08-27,18:20,bonrip,5c,450,451,-,j,1010,-
1999-08-27,18:36,bonrip,5e,452,453,-,j,1040,-
1999-08-27,10:41,bonrip,5c,445,446,-,j,1060,-
1999-08-27,10:59,bonrip,7b,427,428,-,j,1070,-
1999-08-27,17:53,bonrip,4b,508,509,-,j,1080,-
1999-08-27,17:36,bonrip,4e,72,505,-,j,1290,-
1999-08-28,9:27,bonrip,6a,499,500,-,-,-,-
1999-08-28,8:31,bonrip,9a,596,597,m,a,1270,-
1999-08-28,11:47,bonmat,3d,660,661,m,a,1100,-
1999-08-28,9:21,bonrip,6a,652,653,m,a,1250,-
1999-08-28,9:08,bonrip,7b,600,651,m,a,1160,-
1999-08-28,8:02,bonrip,10c,594,595,m,a,1450,-
1999-08-28,7:55,bonrip,10b,592,593,m,a,1540,-
1999-08-28,12:02,bonmat,4f,645,646,m,a,1360,-
1999-08-28,11:21,bonmat,2a,658,659,m,a,1500,-
1999-08-28,11:03,bonmat,6b,639,640,m,a,1120,-
1999-08-28,8:37,bonrip,2a,633,634,f,a,1460,-
1999-08-28,12:01,bonmat,3e,674,675,f,a,1120,-
1999-08-28,8:40,bonrip,8b,598,599,f,a,1140,-
1999-08-28,10:38,bonmat,2f,120,121,f,a,1740,-
1999-08-28,8:02,bonrip,2e,631,632,f,a,1570,-
1999-08-28,10:59,bonmat,2d,656,657,f,a,1450,-
1999-08-28,9:56,bonrip,5d,452,453,-,a,1110,-
1999-08-28,8:47,bonrip,9c,520,521,-,a,1130,-
1999-08-28,8:18,bonrip,1e,524,525,-,a,1160,-
1999-08-28,11:13,bonmat,2b,489,490,-,a,1320,-
1999-08-28,8:48,bonrip,3b,558,559,-,a,1570,-
1999-08-28,9:16,bonrip,7a,427,428,-,a,1110,-
1999-08-28,8:13,bonrip,2d,584,585,-,a,1100,-
1999-08-28,10:54,bonmat,6a,90,91,-,a,1650,-
1999-08-28,9:27,bonrip,4c,563,562,-,a,1300,-
1999-08-28,9:21,bonrip,4d,508,509,-,a,1140,-
1999-08-28,10:47,bonmat,7a,477,478,-,a,1320,-
1999-08-28,9:54,bonrip,5a,458,459,-,a,1920,-
1999-08-28,10:32,bonmat,7f,415,416,-,a,1460,-
1999-08-28,8:21,bonrip,2c,473,474,-,a,1110,-
1999-08-28,9:29,bonrip,6b,423,424,-,a,1350,-
1999-08-28,8:56,bonrip,3c,68,69,m,j,1510,-
1999-08-28,7:48,bonrip,1c,629,630,m,j,1070,-
1999-08-28,10:55,bonmat,1c,654,655,m,j,930,-
1999-08-28,9:41,bonrip,4a,635,636,f,j,1090,-
1999-08-28,10:04,bonrip,5b,637,638,f,j,1070,-
1999-08-28,9:11,bonrip,3e,78,79,f,j,1040,-
1999-08-28,11:27,bonmat,6f,643,644,f,j,1020,-
1999-08-28,10:00,bonrip,5c,445,446,-,j,1040,-
1999-08-28,8:24,bonrip,9b,466,467,-,j,1050,-
1999-08-28,9:04,bonrip,3d,72,505,-,j,1210,-
1999-08-28,8:52,bonrip,8e,516,517,-,j,1070,-
1999-08-28,12:12,bonmat,3f,122,123,-,j,1210,-
1999-08-28,9:35,bonrip,4b,450,451,-,j,890,-
1999-08-28,11:41,bonmat,4c,403,404,-,j,1020,-
1999-08-28,9:38,bonrip,6d,512,513,-,j,1080,-
1999-08-28,9:02,bonrip,7c,514,515,-,j,910,-
1999-08-28,8:30,bonrip,2b,439,440,-,j,910,-
1999-08-28,10:28,bonmat,2g,613,614,-,j,410,-
1999-08-28,11:13,bonmat,6c,641,642,-,j,850,-
1999-08-28,7:49,bonrip,10a,114,115,-,j,1470,-
1999-11-12,-,bonrip,6b,647,650,m,-,1820,-
1999-11-12,-,bonrip,9a,594,595,m,-,1760,-
1999-11-12,-,bonrip,3c,558,559,m,-,1900,-
1999-11-12,-,bonrip,5a,419,420,m,-,1460,-
1999-11-12,-,bonrip,2e,98,99,m,-,1650,-
1999-11-12,-,bonrip,2b,649,648,f,-,1800,-
1999-11-12,-,bonrip,4d,586,587,f,-,1670,-
1999-11-13,-,bonrip,6a,647,650,m,-,1700,-
1999-11-13,-,bonrip,9e,664,665,m,-,1690,-
1999-11-13,-,bonrip,4d,679,678,m,-,1600,-
1999-11-13,-,bonrip,8b,462,463,m,-,1640,-
1999-11-13,-,bonrip,10b,667,666,m,-,1710,-
1999-11-13,-,bonrip,10c,114,115,m,-,1580,-
1999-11-13,-,bonrip,2e,663,662,m,-,1760,-
1999-11-13,-,bonrip,5a,458,459,f,-,2260,-
1999-11-13,-,bonrip,7c,677,676,f,-,1700,-
1999-11-13,-,bonrip,9a,617,618,f,-,-,-
1999-11-13,-,bonrip,3e,471,472,f,-,1320,-
1999-11-14,-,bonrip,4a,586,587,m,-,1550,-
1999-11-14,-,bonrip,5d,458,459,m,-,2000,-
1999-11-14,-,bonrip,9a,677,676,m,-,1080,-
1999-11-14,-,bonrip,7c,623,624,m,-,1780,-
1999-11-14,-,bonrip,10e,714,715,m,-,760,-
1999-11-14,-,bonrip,9d,466,467,m,-,1460,-
1999-11-14,-,bonrip,10d,520,521,m,-,750,-
1999-11-14,-,bonrip,10a,617,618,m,-,700,-
1999-11-14,-,bonrip,9b,594,595,f,-,1680,-
1999-11-14,-,bonrip,3e,82,83,f,-,700,-
1999-11-14,-,bonrip,2a,554,555,f,-,1800,-
1999-11-14,-,bonrip,3d,558,559,f,-,1920,-
1999-11-14,-,bonrip,4b,668,669,f,-,1080,-
1999-11-14,-,bonrip,2c,681,680,f,-,1600,-
1999-11-14,-,bonrip,3c,452,453,f,-,595,-
1999-11-14,-,bonrip,9c,544,545,-,-,1660,-
