PERIOD,DATE,PLOT,MND,ID No,SPP,AGE,SEX,SUB,CNT
F00,10/03/00,K,KM,KM1,MELA,A,M,TILA2,2
F00,10/03/00,K,KM,KM12,TRPA,A,F,GRND,3
F00,10/03/00,K,KM,KM13,TRPA,A,F,GRND,2
F00,10/03/00,K,KM,KM13,TRPA,A,M,GRND,4
F00,10/03/00,K,KM,KM19,PSSP,2,N,ERPU,2
F00,10/03/00,K,KM,KM19,TRPA,A,M,GRND,2
F00,10/03/00,K,KM,KM2,TRPA,A,M,GRND,3
F00,10/03/00,K,KM,KM5,TRPA,A,M,GRND,2
F00,10/03/00,K,KM,KM5,TRPA,A,F,GRND,3
F00,10/03/00,K,KM,KM55,MEAZ,A,F,SPCR,1
F00,10/03/00,K,KM,KM55,MEAZ,A,F,SPCR,1
F00,10/03/00,K,KM,KM55,MELA,A,F,KAPA,1
F00,10/03/00,K,KM,KM55,MELA,A,M,KAPA,2
F00,10/03/00,K,KM,KM55,PSSP,2,N,GRND,1
F00,10/03/00,K,KM,KM55,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KM,KM55,TRPA,A,F,GRND,1
F00,10/03/00,K,KM,KM55,TRPA,A,M,GRND,1
F00,10/03/00,K,KM,KM56,MELA,A,F,MOSQ,1
F00,10/03/00,K,KM,KM56,TRKI,A,F,GRND,1
F00,10/03/00,K,KM,KM56,TRKI,A,M,GRND,1
F00,10/03/00,K,KM,KM56,TRPA,A,F,GRND,1
F00,10/03/00,K,KM,KM56,TRPA,A,M,GRND,1
F00,10/03/00,K,KM,KM56,TRPA,A,M,GRND,2
F00,10/03/00,K,KM,KM57,AUFE,A,F,SCBR2,1
F00,10/03/00,K,KM,KM57,AUFE,A,F,TILA2,1
F00,10/03/00,K,KM,KM57,ERSI,A,M,SCBR2,1
F00,10/03/00,K,KM,KM57,MEAZ,A,F,SPCR,1
F00,10/03/00,K,KM,KM57,PAPA,A,F,BOER4,1
F00,10/03/00,K,KM,KM57,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KM,KM57,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KM,KM57,TRPA,A,M,GRND,1
F00,10/03/00,K,KM,KM57,TRPA,A,F,GRND,1
F00,10/03/00,K,KM,KM57,TRPA,A,F,GRND,3
F00,10/03/00,K,KM,KM6,MEAZ,A,F,MOSQ,1
F00,10/03/00,K,KM,KM6,PSSP,2,N,GRND,1
F00,10/03/00,K,KM,KM6,TRKI,A,F,GRND,1
F00,10/03/00,K,KM,KM6,TRPA,A,F,GRND,1
F00,10/03/00,K,KM,KM7,AUFE,A,F,SCBR2,1
F00,10/03/00,K,KM,KM7,AUFE,A,F,SCBR2,1
F00,10/03/00,K,KM,KM7,ERSI,A,F,SCBR2,1
F00,10/03/00,K,KM,KM7,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KM,KM7,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KM,KM7,PSSP,2,N,SPCR,1
F00,10/03/00,K,KM,KM7,TRKI,A,F,GRND,1
F00,10/03/00,K,KM,KM7,TRKI,A,F,GRND,1
F00,10/03/00,K,KM,KM7,TRKI,A,F,SCBR2,1
F00,10/03/00,K,KM,KM7,TRPA,A,M,GRND,1
F00,10/03/00,K,KM,KM9,AUFE,A,F,SCBR2,1
F00,10/03/00,K,KM,KM9,AUFE,A,F,SCBR2,1
F00,10/03/00,K,KM,KM9,MEAZ,A,F,SPCR,1
F00,10/03/00,K,KM,KM9,MEAZ,A,M,ERPU,1
F00,10/03/00,K,KM,KM9,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KM,KM9,PSSP,2,N,ERPU,1
F00,10/03/00,K,KM,KM9,TRKI,A,M,GRND,2
F00,10/03/00,K,KM,KM9,TRPA,A,M,GRND,1
F00,10/03/00,K,KM,KM9,TRPA,A,M,GRND,1
F00,10/03/00,K,KM,KM9,TRPA,A,M,GRND,1
F00,10/03/00,K,KM,KM9,TRPA,A,F,GRND,3
F00,10/03/00,K,KN,KN1,DABI,A,F,SCBR2,1
F00,10/03/00,K,KN,KN1,PAPA,A,F,BOER4,1
F00,10/03/00,K,KN,KN1,PSSP,2,N,GRND,1
F00,10/03/00,K,KN,KN1,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN10,COSP,3,N,SCBR2,1
F00,10/03/00,K,KN,KN10,COSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN10,COSP,3,N,SCBR2,1
F00,10/03/00,K,KN,KN10,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN10,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN10,XACO,A,M,GRND,1
F00,10/03/00,K,KN,KN11,COSP,3,N,ARPU,1
F00,10/03/00,K,KN,KN11,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN11,PSDE,A,F,GRND,1
F00,10/03/00,K,KN,KN12,AGDE,1,N,SCBR2,1
F00,10/03/00,K,KN,KN12,COSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN12,COSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN12,PSDE,A,M,SCBR2,1
F00,10/03/00,K,KN,KN12,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN12,PSDE,A,M,SCBR2,1
F00,10/03/00,K,KN,KN12,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN12,PSDE,A,F,GRND,1
F00,10/03/00,K,KN,KN13,AGDE,1,N,SCBR2,1
F00,10/03/00,K,KN,KN13,ARCO,A,M,GRND,1
F00,10/03/00,K,KN,KN13,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN13,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN13,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN13,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN13,PSTE,A,M,LITT,1
F00,10/03/00,K,KN,KN13,PSTE,A,M,SCBR2,1
F00,10/03/00,K,KN,KN19,PSDE,A,F,GRND,1
F00,10/03/00,K,KN,KN19,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN19,PSDE,A,M,LITT,1
F00,10/03/00,K,KN,KN19,PSTE,A,M,GRND,1
F00,10/03/00,K,KN,KN2,PSDE,A,F,GRND,1
F00,10/03/00,K,KN,KN2,PSDE,A,F,GRND,1
F00,10/03/00,K,KN,KN2,XACO,A,F,GRND,1
F00,10/03/00,K,KN,KN20,COSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN20,PAPA,2,N,HIJA,1
F00,10/03/00,K,KN,KN20,PSDE,A,F,SCBR2,1
F00,10/03/00,K,KN,KN21,COSP,3,N,ERPU,1
F00,10/03/00,K,KN,KN21,ERSI,2,N,ERPU,1
F00,10/03/00,K,KN,KN21,ERSI,A,M,ARPU,1
F00,10/03/00,K,KN,KN21,ERSI,A,M,ARPU,1
F00,10/03/00,K,KN,KN21,PAPA,2,N,MUPO,2
F00,10/03/00,K,KN,KN21,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN21,PSDE,A,M,GRND,1
F00,10/03/00,K,KN,KN23,COSP,2,N,SPCR,1
F00,10/03/00,K,KN,KN23,PAPA,1,N,BOER4,1
F00,10/03/00,K,KN,KN23,PAPA,2,N,BOER4,3
F00,10/03/00,K,KN,KN23,PSDE,A,F,BOER4,1
F00,10/03/00,K,KN,KN24,COSP,3,N,SCBR2,2
F00,10/03/00,K,KN,KN24,PAPA,3,N,BOGR2,1
F00,10/03/00,K,KN,KN24,PSDE,A,M,ERPU,1
F00,10/03/00,K,KN,KN3,MEAZ,A,M,SAKA,1
F00,10/03/00,K,KN,KN3,MEAZ,A,F,SCBR2,1
F00,10/03/00,K,KN,KN3,MEAZ,A,F,GUSA,1
F00,10/03/00,K,KN,KN3,TRFO,A,M,TILA,1
F00,10/03/00,K,KN,KN4,AUFE,A,M,SCBR2,1
F00,10/03/00,K,KN,KN4,MELA,A,M,SAKA,1
F00,10/03/00,K,KN,KN4,PSSP,2,N,SCBR2,2
F00,10/03/00,K,KN,KN5,AGDE,A,M,GRND,1
F00,10/03/00,K,KN,KN5,ERSI,A,M,PAOB,1
F00,10/03/00,K,KN,KN5,ERSI,A,M,ARPU,1
F00,10/03/00,K,KN,KN53,AUEL,A,F,SCBR2,1
F00,10/03/00,K,KN,KN53,AUFE,A,G,SCBR2,1
F00,10/03/00,K,KN,KN53,MEAR,A,F,SCBR2,1
F00,10/03/00,K,KN,KN53,TRKI,A,M,GRND,1
F00,10/03/00,K,KN,KN53,TRPA,A,M,GRND,1
F00,10/03/00,K,KN,KN55,ERSI,A,F,HIJA,1
F00,10/03/00,K,KN,KN55,MEAZ,A,M,SAKA,1
F00,10/03/00,K,KN,KN55,MEAZ,A,F,SAKA,1
F00,10/03/00,K,KN,KN55,MELA,A,M,SAKA,2
F00,10/03/00,K,KN,KN55,TRFO,A,M,TILA,1
F00,10/03/00,K,KN,KN56,ERSI,A,F,HIJA,1
F00,10/03/00,K,KN,KN56,ERSI,A,M,HIJA,1
F00,10/03/00,K,KN,KN56,MELA,A,F,SAKA,1
F00,10/03/00,K,KN,KN56,MELA,A,M,SAKA,4
F00,10/03/00,K,KN,KN56,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN56,TRKI,A,M,GRND,1
F00,10/03/00,K,KN,KN57,ARPS,A,M,GRND,2
F00,10/03/00,K,KN,KN57,MELA,A,M,SAKA,1
F00,10/03/00,K,KN,KN6,AUFE,A,F,SCBR2,1
F00,10/03/00,K,KN,KN6,MELA,A,M,SAKA,1
F00,10/03/00,K,KN,KN6,MELA,A,F,SAKA,1
F00,10/03/00,K,KN,KN6,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN7,AUFE,A,F,SCBR2,1
F00,10/03/00,K,KN,KN7,MEAZ,A,F,SAKA,2
F00,10/03/00,K,KN,KN7,PSSP,2,N,SCBR2,1
F00,10/03/00,K,KN,KN7,TRPA,A,F,GRND,1
F00,10/03/00,K,KN,KN9,AGDE,A,M,SCBR2,1
F00,10/03/00,K,KN,KN9,ARPS,A,M,GRND,1
F00,10/03/00,K,KN,KN9,MEAZ,A,F,SAKA,1
F00,10/03/00,K,KN,KN9,PSSP,2,N,SCBR2,1
F00,10/03/00,PK,PM,PM126,ARPS,A,M,GRND,1
F00,10/03/00,PK,PM,PM126,ARPS,A,M,GRND,1
F00,10/03/00,PK,PM,PM126,ARPS,A,F,GRND,1
F00,10/03/00,PK,PM,PM126,AUEL,A,F,SPAI,1
F00,10/03/00,PK,PM,PM126,ERSI,A,F,SPAI,1
F00,10/03/00,PK,PM,PM126,ERSI,2,N,SPAI,1
F00,10/03/00,PK,PM,PM126,ERSI,A,M,BOGR,1
F00,10/03/00,PK,PM,PM126,OPOB,A,F,SPCR,1
F00,10/03/00,PK,PM,PM126,PAPA,A,F,SPAI,1
F00,10/03/00,PK,PM,PM133,PSDE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM133,PSDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM133,PSDE,A,M,GRND,1
F00,10/03/00,PK,PM,PM133,TRPA,A,F,GRND,1
F00,10/03/00,PK,PM,PM133,TRPA,A,M,GRND,1
F00,10/03/00,PK,PM,PM140,ARCO,A,M,GRND,1
F00,10/03/00,PK,PM,PM140,PSDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM140,PSDE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM181,ERSI,A,M,ARPU,1
F00,10/03/00,PK,PM,PM181,ERSI,A,F,PAOB,1
F00,10/03/00,PK,PM,PM205,ARCO,A,M,GRND,1
F00,10/03/00,PK,PM,PM205,COOC,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM205,PSDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM205,XACO,A,M,GRND,1
F00,10/03/00,PK,PM,PM220,ARCO,A,F,GRND,1
F00,10/03/00,PK,PM,PM220,ERSI,A,M,ARPU,1
F00,10/03/00,PK,PM,PM220,PSDE,A,F,GRND,1
F00,10/03/00,PK,PM,PM220,PSDE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM220,PSDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM237,ERSI,A,F,ARPU,1
F00,10/03/00,PK,PM,PM237,PSDE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM237,PSDE,A,F,SCBR2,2
F00,10/03/00,PK,PM,PM249,PSDE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM249,PSDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM249,PSDE,A,M,GRND,1
F00,10/03/00,PK,PM,PM249,XACO,A,F,GRND,1
F00,10/03/00,PK,PM,PM251,COOC,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM251,ERSI,A,F,HIJA,1
F00,10/03/00,PK,PM,PM251,PSDE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM251,PSDE,A,F,GRND,1
F00,10/03/00,PK,PM,PM251,XACO,A,M,GRND,1
F00,10/03/00,PK,PM,PM263,ERSI,A,F,HIJA,1
F00,10/03/00,PK,PM,PM263,PSDE,A,F,GRND,1
F00,10/03/00,PK,PM,PM263,PSDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM263,PSDE,A,F,SPCR,1
F00,10/03/00,PK,PM,PM263,PSDE,A,M,ERPU,1
F00,10/03/00,PK,PM,PM263,TRPA,A,M,GRND,1
F00,10/03/00,PK,PM,PM263,TRPA,A,F,GRND,1
F00,10/03/00,PK,PM,PM263,XACO,A,M,GRND,1
F00,10/03/00,PK,PM,PM275,ARCO,A,M,GRND,1
F00,10/03/00,PK,PM,PM275,COOC,A,M,BOGR,1
F00,10/03/00,PK,PM,PM275,COOC,A,M,BOER,1
F00,10/03/00,PK,PM,PM275,ERSI,A,M,BOER,1
F00,10/03/00,PK,PM,PM275,PSDE,A,F,BOER,1
F00,10/03/00,PK,PM,PM275,PSDE,A,M,BOER,1
F00,10/03/00,PK,PM,PM275,XACO,A,M,GRND,1
F00,10/03/00,PK,PM,PM275,XACO,A,F,GRND,1
F00,10/03/00,PK,PM,PM290,COOC,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM290,PSDE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM290,XACO,A,M,GRND,1
F00,10/03/00,PK,PM,PM299,ERSI,A,M,BOGR,1
F00,10/03/00,PK,PM,PM299,PSDE,A,F,BOER,1
F00,10/03/00,PK,PM,PM299,PSDE,A,M,BOER,1
F00,10/03/00,PK,PM,PM299,TRPA,A,M,GRND,2
F00,10/03/00,PK,PM,PM300,ARCO,A,F,GRND,1
F00,10/03/00,PK,PM,PM300,COOC,A,F,ERPU,1
F00,10/03/00,PK,PM,PM300,PSDE,A,F,SPCR,1
F00,10/03/00,PK,PM,PM312,PSDE,A,F,MUAR2,1
F00,10/03/00,PK,PM,PM312,TRPA,A,M,GRND,1
F00,10/03/00,PK,PM,PM312,TRPA,A,F,GRND,1
F00,10/03/00,PK,PM,PM318,PSDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM318,TRPA,A,F,GRND,1
F00,10/03/00,PK,PM,PM318,TRPA,A,M,GRND,1
F00,10/03/00,PK,PM,PM318,TRPA,A,F,GRND,1
F00,10/03/00,PK,PM,PM36,AGDE,A,F,MUAR2,1
F00,10/03/00,PK,PM,PM36,AGDE,A,F,GRND,1
F00,10/03/00,PK,PM,PM36,TRFO,A,M,TILA,1
F00,10/03/00,PK,PM,PM36,TRPA,A,M,GRND,1
F00,10/03/00,PK,PM,PM370,AGDE,A,M,GRND,1
F00,10/03/00,PK,PM,PM370,AGDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM370,AGDE,A,F,GRND,1
F00,10/03/00,PK,PM,PM370,PSSP,2,N,SCBR2,2
F00,10/03/00,PK,PM,PM71,AGDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM71,AGDE,A,M,GRND,1
F00,10/03/00,PK,PM,PM71,AUFE,A,M,SCBR2,1
F00,10/03/00,PK,PM,PM71,MELA,A,M,SPCR,1
F00,10/03/00,PK,PM,PM71,PSDE,2,N,SCBR2,2
F00,10/03/00,PK,PM,PM71,PSSP,2,N,GRND,1
F00,10/03/00,PK,PM,PM71,PSSP,2,N,SCBR2,2
F00,10/03/00,PK,PM,PM71,TRKI,A,M,GRND,1
F00,10/03/00,PK,PM,PM71,TRKI,A,M,GRND,1
F00,10/03/00,PK,PM,PM71,TRKI,A,M,GRND,1
F00,10/03/00,PK,PM,PM71,TRPA,A,M,GRND,1
F00,10/03/00,PK,PM,PM78,AGDE,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM78,ERSI,A,F,SCBR2,1
F00,10/03/00,PK,PM,PM78,PSSP,2,N,SCBR2,1
F00,10/03/00,PK,PN,PN126,AMCO,A,M,ARDI,1
F00,10/03/00,PK,PN,PN126,CIPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN126,ERSI,A,F,ARDI,1
F00,10/03/00,PK,PN,PN126,ERSI,A,M,ARDI,1
F00,10/03/00,PK,PN,PN126,ERSI,A,F,ARDI,1
F00,10/03/00,PK,PN,PN126,PSSP,2,N,SCBR2,1
F00,10/03/00,PK,PN,PN126,TRPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN126,XACO,1,N,GRND,1
F00,10/03/00,PK,PN,PN133,AGDE,A,M,MUAR,1
F00,10/03/00,PK,PN,PN140,AMCO,A,M,BOGR,1
F00,10/03/00,PK,PN,PN140,TRPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN140,TRPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN181,AGDE,A,M,SCBR2,1
F00,10/03/00,PK,PN,PN181,AGDE,A,F,GRND,1
F00,10/03/00,PK,PN,PN181,PAPA,A,M,BOER,1
F00,10/03/00,PK,PN,PN205,ARPS,A,M,GRND,1
F00,10/03/00,PK,PN,PN205,ERSI,A,M,BOGR,1
F00,10/03/00,PK,PN,PN205,TRPA,A,F,GRND,1
F00,10/03/00,PK,PN,PN205,TRPA,A,M,GRND,3
F00,10/03/00,PK,PN,PN220,MEAZ,A,F,GRND,1
F00,10/03/00,PK,PN,PN220,MELA,A,F,CHIN,1
F00,10/03/00,PK,PN,PN220,TRPA,A,F,GRND,1
F00,10/03/00,PK,PN,PN220,TRPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN237,AGDE,A,F,BOER,1
F00,10/03/00,PK,PN,PN237,AUFE,A,M,BOGR,1
F00,10/03/00,PK,PN,PN237,PAPA,A,F,BOER,1
F00,10/03/00,PK,PN,PN237,PAPA,A,M,BOER,2
F00,10/03/00,PK,PN,PN237,PSSP,2,N,BOER,1
F00,10/03/00,PK,PN,PN249,ERSI,A,M,HIJA,1
F00,10/03/00,PK,PN,PN249,TRFO,A,M,CHIN,1
F00,10/03/00,PK,PN,PN249,TRPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN251,TRCA,A,F,GRND,1
F00,10/03/00,PK,PN,PN251,TRPA,A,M,GRND,3
F00,10/03/00,PK,PN,PN263,AGDE,A,M,HIJA,1
F00,10/03/00,PK,PN,PN263,AGDE,A,M,GRND,1
F00,10/03/00,PK,PN,PN263,ERSI,A,F,HIJA,1
F00,10/03/00,PK,PN,PN263,HATR,A,M,GRND,1
F00,10/03/00,PK,PN,PN263,MEAZ,A,F,SAKA,1
F00,10/03/00,PK,PN,PN263,PAPA,A,F,HIJA,1
F00,10/03/00,PK,PN,PN263,TRPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN275,AGDE,A,M,SCBR2,1
F00,10/03/00,PK,PN,PN275,PAPA,A,F,SPCO,1
F00,10/03/00,PK,PN,PN275,TRPA,A,F,GRND,1
F00,10/03/00,PK,PN,PN275,TRPA,A,M,GRND,1
F00,10/03/00,PK,PN,PN290,AUEL,A,F,SCBR2,1
F00,10/03/00,PK,PN,PN290,PSSP,1,N,SCBR2,1
F00,10/03/00,PK,PN,PN299,PSDE,3,N,BOER,1
F00,10/03/00,PK,PN,PN299,PSDE,A,F,HIJA,1
F00,10/03/00,PK,PN,PN299,XACO,A,F,GRND,1
F00,10/03/00,PK,PN,PN299,XACO,A,M,GRND,1
F00,10/03/00,PK,PN,PN300,PSDE,A,M,GRND,1
F00,10/03/00,PK,PN,PN300,PSDE,A,F,HIJA,1
F00,10/03/00,PK,PN,PN312,PSDE,A,F,GRND,1
F00,10/03/00,PK,PN,PN318,ARCO,A,M,GRND,1
F00,10/03/00,PK,PN,PN318,ARCO,A,M,GRND,1
F00,10/03/00,PK,PN,PN318,PSDE,A,M,GRND,1
F00,10/03/00,PK,PN,PN318,PSDE,A,F,SPCR,1
F00,10/03/00,PK,PN,PN318,XACO,A,M,GRND,1
F00,10/03/00,PK,PN,PN36,PSDE,A,F,GRND,1
F00,10/03/00,PK,PN,PN370,PSDE,A,M,SCBR,1
F00,10/03/00,PK,PN,PN370,XACO,A,F,GRND,1
F00,10/03/00,PK,PN,PN71,PSDE,A,F,SCBR,1
F00,10/03/00,PK,PN,PN78,CIPA,0,0,0,1
F00,10/03/00,PK,PN,PN78,PSDE,A,F,SCBR,1
F00,10/03/00,PK,PN,PN78,PSDE,A,F,GRND,1
F00,10/03/00,PK,PN,PN78,XACO,A,M,GRND,1
F01,09/17/01,PK,PM,PM126,PSDE,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM126,PSDE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM126,PSDE,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM126,PSDE,A,F,GRND,1
F01,09/17/01,PK,PM,PM126,XACO,A,M,GRND,1
F01,09/17/01,PK,PM,PM133,COOC,A,F,GRND,1
F01,09/17/01,PK,PM,PM133,COOC,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM133,PSDE,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM133,PSTE,A,M,GRND,1
F01,09/17/01,PK,PM,PM133,TRPA,A,F,GRND,1
F01,09/17/01,PK,PM,PM133,TRPA,A,M,GRND,1
F01,09/17/01,PK,PM,PM140,ARCO,A,F,GRND,1
F01,09/17/01,PK,PM,PM140,PSDE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM140,PSDE,A,F,GRND,1
F01,09/17/01,PK,PM,PM140,PSDE,A,M,SPCR,1
F01,09/17/01,PK,PM,PM140,PSDE,A,M,SCBR2,2
F01,09/17/01,PK,PM,PM140,TRPA,A,F,GRND,1
F01,09/17/01,PK,PM,PM181,PSDE,A,M,GRND,1
F01,09/17/01,PK,PM,PM205,COOC,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM205,PSDE,A,F,GRND,1
F01,09/17/01,PK,PM,PM205,PSDE,A,F,GRND,1
F01,09/17/01,PK,PM,PM205,PSDE,A,M,GRND,1
F01,09/17/01,PK,PM,PM205,TRPA,A,F,GRND,1
F01,09/17/01,PK,PM,PM205,TRPA,A,M,GRND,3
F01,09/17/01,PK,PM,PM220,PSDE,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM220,PSDE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM220,TRPA,A,M,GRND,1
F01,09/17/01,PK,PM,PM220,TRPA,A,M,GRND,1
F01,09/17/01,PK,PM,PM220,XACO,A,M,GRND,1
F01,09/17/01,PK,PM,PM237,ARCO,A,F,GRND,1
F01,09/17/01,PK,PM,PM237,ERSI,A,F,HIJA,1
F01,09/17/01,PK,PM,PM237,ERSI,A,M,ARPU,1
F01,09/17/01,PK,PM,PM237,PSDE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM237,PSDE,A,M,GRND,1
F01,09/17/01,PK,PM,PM237,PSDE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM237,PSDE,A,F,GRND,1
F01,09/17/01,PK,PM,PM237,PSDE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM237,TRPA,A,F,GRND,1
F01,09/17/01,PK,PM,PM237,XACO,A,M,GRND,1
F01,09/17/01,PK,PM,PM237,XACO,A,M,GRND,1
F01,09/17/01,PK,PM,PM249,ERSI,A,M,ARPU,1
F01,09/17/01,PK,PM,PM249,TRPA,A,F,GRND,1
F01,09/17/01,PK,PM,PM251,COOC,A,M,MUAR2,1
F01,09/17/01,PK,PM,PM251,ERSI,A,M,HIJA,1
F01,09/17/01,PK,PM,PM251,TRPA,A,M,GRND,1
F01,09/17/01,PK,PM,PM251,TRPA,A,M,GRND,1
F01,09/17/01,PK,PM,PM263,COOC,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM263,XACO,A,F,GRND,1
F01,09/17/01,PK,PM,PM275,COOC,A,M,BOER,1
F01,09/17/01,PK,PM,PM275,DABI,3,N,BOER,1
F01,09/17/01,PK,PM,PM290,TRPA,A,M,GRND,1
F01,09/17/01,PK,PM,PM299,COOC,A,M,BOER,1
F01,09/17/01,PK,PM,PM299,PSDE,A,F,GRND,1
F01,09/17/01,PK,PM,PM300,PSDE,A,M,MUAR,1
F01,09/17/01,PK,PM,PM312,ARCO,A,M,GRND,1
F01,09/17/01,PK,PM,PM312,PSDE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM312,PSDE,A,M,GRND,1
F01,09/17/01,PK,PM,PM312,PSDE,A,F,BOGR,1
F01,09/17/01,PK,PM,PM318,PAPA,A,M,BOER,1
F01,09/17/01,PK,PM,PM318,TRFO,A,M,SPHA,1
F01,09/17/01,PK,PM,PM318,TRPA,A,F,GRND,1
F01,09/17/01,PK,PM,PM36,AGDE,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM36,AGDE,A,M,GRND,1
F01,09/17/01,PK,PM,PM36,PHQU,A,F,GRND,1
F01,09/17/01,PK,PM,PM370,AUFE,A,F,GRND,1
F01,09/17/01,PK,PM,PM370,TRKI,A,M,GRND,1
F01,09/17/01,PK,PM,PM370,TRPA,A,F,GRND,1
F01,09/17/01,PK,PM,PM370,XACO,2,N,GRND,1
F01,09/17/01,PK,PM,PM71,ERSI,A,F,ARPU,1
F01,09/17/01,PK,PM,PM71,TRKI,A,M,GRND,1
F01,09/17/01,PK,PM,PM71,TRPA,3,N,GRND,1
F01,09/17/01,PK,PM,PM78,AGDE,A,M,SCBR2,1
F01,09/17/01,PK,PM,PM78,AUFE,A,F,SCBR2,1
F01,09/17/01,PK,PM,PM78,MEAZ,A,F,TILA,1
F01,09/17/01,PK,PM,PM78,PSSP,2,N,SCBR2,2
F01,09/17/01,PK,PM,PM78,TRKI,A,F,GRND,1
F01,09/17/01,PK,PN,PN126,MEAZ,A,F,KAPA,1
F01,09/17/01,PK,PN,PN126,TRCA,A,F,GRND,1
F01,09/17/01,PK,PN,PN126,TRPA,A,M,GRND,1
F01,09/17/01,PK,PN,PN126,TRPA,A,M,GRND,1
F01,09/17/01,PK,PN,PN133,AMCO,A,F,HIJA,1
F01,09/17/01,PK,PN,PN133,MELA,A,F,CHIN,1
F01,09/17/01,PK,PN,PN133,PAPA,A,M,BOER,1
F01,09/17/01,PK,PN,PN133,PAPA,A,F,BOER,1
F01,09/17/01,PK,PN,PN133,PAPA,A,M,BOER,1
F01,09/17/01,PK,PN,PN133,TRPA,A,F,GRND,1
F01,09/17/01,PK,PN,PN140,AUEL,A,F,SCBR2,1
F01,09/17/01,PK,PN,PN140,ERSI,A,F,BOGR,1
F01,09/17/01,PK,PN,PN140,PSSP,1,N,SCBR2,1
F01,09/17/01,PK,PN,PN140,TRPA,A,M,GRND,1
F01,09/17/01,PK,PN,PN140,TRPA,A,M,GRND,2
F01,09/17/01,PK,PN,PN181,MEAZ,A,M,SAKA,1
F01,09/17/01,PK,PN,PN181,TRPA,A,M,GRND,2
F01,09/17/01,PK,PN,PN205,ERSI,A,F,SPAI,1
F01,09/17/01,PK,PN,PN205,ERSI,A,M,SPAI,1
