PERIOD,DATE,PLOT,MND,ID No,SPP,AGE,SEX,SUB,CNT
F99,10/10/99,K,KM,KM20,TRPA,A,F,GRND,2
F99,10/10/99,K,KM,KM20,TRPA,A,M,GRND,2
F99,10/10/99,K,KM,KM21,MEAZ,A,M,KAPA,2
F99,10/10/99,K,KM,KM21,MELA,A,F,TILA2,2
F99,10/10/99,K,KM,KM21,TRPA,A,F,GRND,2
F99,10/10/99,K,KM,KM24,PSSP,2,N,SCBR2,2
F99,10/10/99,K,KM,KM5,TRPA,A,M,GRND,2
F99,10/10/99,K,KM,KM55,AUFE,A,M,ERPU,1
F99,10/10/99,K,KM,KM55,MEAZ,A,F,BREUC2,1
F99,10/10/99,K,KM,KM55,MEAZ,A,M,GUSA,1
F99,10/10/99,K,KM,KM55,MELA,A,F,BOBA2,1
F99,10/10/99,K,KM,KM55,MELA,A,F,TILA2,1
F99,10/10/99,K,KM,KM55,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KM,KM55,TRFO,A,M,TILA2,1
F99,10/10/99,K,KM,KM55,TRKI,A,M,GRND,1
F99,10/10/99,K,KM,KM55,TRKI,A,F,GRND,1
F99,10/10/99,K,KM,KM55,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM55,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM55,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM55,TRPA,A,M,GRND,1
F99,10/10/99,K,KM,KM55,TRPA,A,M,GRND,2
F99,10/10/99,K,KM,KM55,TRPA,A,M,GRND,2
F99,10/10/99,K,KM,KM56,MEAZ,A,M,BOBA2,1
F99,10/10/99,K,KM,KM56,MEAZ,A,F,SCBR2,1
F99,10/10/99,K,KM,KM56,MEAZ,A,F,SCBR2,1
F99,10/10/99,K,KM,KM56,MELA,A,M,TILA2,1
F99,10/10/99,K,KM,KM56,MELA,A,F,TILA2,1
F99,10/10/99,K,KM,KM56,MELA,A,M,KAPA,1
F99,10/10/99,K,KM,KM56,MELA,A,M,KAPA,1
F99,10/10/99,K,KM,KM56,PAPA,A,F,BOER4,1
F99,10/10/99,K,KM,KM56,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KM,KM56,PSSP,2,N,BOER4,1
F99,10/10/99,K,KM,KM56,TRFO,A,M,TILA2,1
F99,10/10/99,K,KM,KM56,TRKI,A,F,GRND,1
F99,10/10/99,K,KM,KM56,TRPA,A,M,GRND,1
F99,10/10/99,K,KM,KM56,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM56,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM56,TRPA,A,M,GRND,1
F99,10/10/99,K,KM,KM56,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM7,AUFE,A,M,MUAR,1
F99,10/10/99,K,KM,KM7,MEAZ,A,F,BOBA2,1
F99,10/10/99,K,KM,KM7,MEAZ,A,F,SCBR2,1
F99,10/10/99,K,KM,KM7,MEAZ,A,F,SCBR2,1
F99,10/10/99,K,KM,KM7,MELA,A,F,BOBA2,1
F99,10/10/99,K,KM,KM7,MELA,A,M,BOBA2,1
F99,10/10/99,K,KM,KM7,MELA,A,M,POOL,1
F99,10/10/99,K,KM,KM7,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KM,KM7,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KM,KM7,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KM,KM7,TRKI,A,F,GRND,1
F99,10/10/99,K,KM,KM7,TRKI,A,M,GRND,1
F99,10/10/99,K,KM,KM7,TRPA,3,N,GRND,1
F99,10/10/99,K,KM,KM7,TRPA,A,F,POOL,1
F99,10/10/99,K,KM,KM7,TRPA,A,M,GRND,1
F99,10/10/99,K,KM,KM7,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM7,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM9,MEAZ,A,F,SCBR2,1
F99,10/10/99,K,KM,KM9,MEAZ,A,F,ARHA3,1
F99,10/10/99,K,KM,KM9,MEAZ,A,F,BREUC2,1
F99,10/10/99,K,KM,KM9,MEAZ,A,F,SPCR,1
F99,10/10/99,K,KM,KM9,MELA,A,M,SPHA,1
F99,10/10/99,K,KM,KM9,MELA,A,M,ARHA3,1
F99,10/10/99,K,KM,KM9,PAPA,A,F,GRND,1
F99,10/10/99,K,KM,KM9,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KM,KM9,PSSP,2,N,GRND,1
F99,10/10/99,K,KM,KM9,PSSP,2,N,SPCR,1
F99,10/10/99,K,KM,KM9,SYMO,A,F,ARHA3,1
F99,10/10/99,K,KM,KM9,SYMO,A,M,ARHA3,1
F99,10/10/99,K,KM,KM9,TRKI,A,M,GRND,1
F99,10/10/99,K,KM,KM9,TRPA,A,M,GRND,1
F99,10/10/99,K,KM,KM9,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM9,TRPA,A,F,GRND,1
F99,10/10/99,K,KM,KM9,TRPA,A,M,GRND,2
F99,10/10/99,K,KM,KM9,TRPA,A,M,GRND,3
F99,10/10/99,K,KN,KN1,AUFE,A,F,GRND,1
F99,10/10/99,K,KN,KN1,AUFE,A,F,BOBA2,1
F99,10/10/99,K,KN,KN1,MEAZ,A,M,SCBR2,1
F99,10/10/99,K,KN,KN1,MELA,A,M,SCBR2,1
F99,10/10/99,K,KN,KN1,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN1,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN1,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN1,PSSP,2,N,SCBR2,2
F99,10/10/99,K,KN,KN1,TRPA,A,F,GRND,1
F99,10/10/99,K,KN,KN1,XACO,1,N,GRND,1
F99,10/10/99,K,KN,KN10,ERSI,A,M,ARHA3,1
F99,10/10/99,K,KN,KN10,MEAZ,A,F,SCBR2,1
F99,10/10/99,K,KN,KN10,MEAZ,A,M,SCBR2,1
F99,10/10/99,K,KN,KN10,MELA,A,M,BOBA2,1
F99,10/10/99,K,KN,KN10,MELA,A,F,SCBR2,1
F99,10/10/99,K,KN,KN10,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN10,TRKI,A,F,GRND,1
F99,10/10/99,K,KN,KN10,TRPA,A,F,GRND,1
F99,10/10/99,K,KN,KN10,TRPA,A,F,GRND,1
F99,10/10/99,K,KN,KN10,XACO,1,N,GRND,1
F99,10/10/99,K,KN,KN11,COSP,3,N,SCBR2,1
F99,10/10/99,K,KN,KN11,COSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN11,COSP,3,N,SCBR2,2
F99,10/10/99,K,KN,KN11,ERSI,1,N,SCBR2,1
F99,10/10/99,K,KN,KN11,PSDE,A,F,GRND,1
F99,10/10/99,K,KN,KN11,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN11,PSDE,A,F,SCBR2,1
F99,10/10/99,K,KN,KN11,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN11,PSTE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN11,PSTE,A,M,GRND,1
F99,10/10/99,K,KN,KN12,COSP,3,N,ARPU,1
F99,10/10/99,K,KN,KN12,COSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN12,PAPA,2,N,ARPU,1
F99,10/10/99,K,KN,KN12,PAPA,2,N,SCBR2,1
F99,10/10/99,K,KN,KN12,PSDE,A,M,ARPU,1
F99,10/10/99,K,KN,KN12,PSDE,A,F,GRND,1
F99,10/10/99,K,KN,KN12,PSDE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN12,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN12,PSDE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN13,AGDE,2,N,SCBR2,1
F99,10/10/99,K,KN,KN13,AGDE,2,N,SCBR2,1
F99,10/10/99,K,KN,KN13,AGDE,2,N,ARPU,1
F99,10/10/99,K,KN,KN13,COSP,3,N,SCBR2,1
F99,10/10/99,K,KN,KN13,COSP,2,N,ARPU,1
F99,10/10/99,K,KN,KN13,COSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN13,ERSI,A,M,PAOB,1
F99,10/10/99,K,KN,KN13,PAPA,2,N,SCBR2,1
F99,10/10/99,K,KN,KN13,PAPA,A,M,GRND,1
F99,10/10/99,K,KN,KN13,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN19,AGDE,1,N,SCBR2,1
F99,10/10/99,K,KN,KN19,ARCO,A,F,GRND,1
F99,10/10/99,K,KN,KN19,COSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN19,COSP,3,N,SCBR2,1
F99,10/10/99,K,KN,KN19,ERSI,1,N,SCBR2,1
F99,10/10/99,K,KN,KN19,PAPA,1,N,SCBR2,2
F99,10/10/99,K,KN,KN19,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN19,PSDE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN19,PSDE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN19,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN19,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN19,PSDE,A,M,LITT,2
F99,10/10/99,K,KN,KN2,AGDE,1,N,SCBR2,1
F99,10/10/99,K,KN,KN2,COSP,3,N,SPCR,1
F99,10/10/99,K,KN,KN2,COSP,3,N,SCBR2,1
F99,10/10/99,K,KN,KN2,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN2,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN2,PSDE,A,F,SCBR2,1
F99,10/10/99,K,KN,KN2,XACO,A,M,GRND,1
F99,10/10/99,K,KN,KN20,COSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN20,ERSI,1,N,MUAR2,1
F99,10/10/99,K,KN,KN20,ERSI,1,N,SCBR2,1
F99,10/10/99,K,KN,KN20,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN20,PSDE,A,M,ERPU,1
F99,10/10/99,K,KN,KN20,PSTE,A,F,LITT,1
F99,10/10/99,K,KN,KN20,PSTE,A,F,SCBR2,1
F99,10/10/99,K,KN,KN20,TRPA,A,M,GRND,3
F99,10/10/99,K,KN,KN20,XACO,A,F,GRND,1
F99,10/10/99,K,KN,KN20,XACO,A,F,GRND,1
F99,10/10/99,K,KN,KN20,XACO,A,M,GRND,1
F99,10/10/99,K,KN,KN21,HEVI,2,N,GUSA,1
F99,10/10/99,K,KN,KN21,PAPA,A,F,GRND,1
F99,10/10/99,K,KN,KN21,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN21,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN22,COSP,2,N,ERPU,2
F99,10/10/99,K,KN,KN22,PAPA,3,N,HIJA,1
F99,10/10/99,K,KN,KN22,PAPA,A,F,GRND,1
F99,10/10/99,K,KN,KN22,PAPA,2,N,BOER4,2
F99,10/10/99,K,KN,KN22,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN22,PSDE,A,F,SCBR2,1
F99,10/10/99,K,KN,KN22,TRPA,3,N,GRND,1
F99,10/10/99,K,KN,KN23,ARCO,A,F,GRND,1
F99,10/10/99,K,KN,KN23,PAPA,2,N,BOER4,1
F99,10/10/99,K,KN,KN23,PAPA,2,N,MUPO,1
F99,10/10/99,K,KN,KN23,PAPA,2,N,HIJA,1
F99,10/10/99,K,KN,KN23,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN24,COOC,A,M,HIJA,1
F99,10/10/99,K,KN,KN24,COSP,2,N,BOER4,1
F99,10/10/99,K,KN,KN24,PAPA,2,N,HIJA,1
F99,10/10/99,K,KN,KN24,PAPA,2,N,BOER4,1
F99,10/10/99,K,KN,KN24,PSDE,A,M,GRND,1
F99,10/10/99,K,KN,KN3,AGDE,A,F,GRND,1
F99,10/10/99,K,KN,KN3,ARCO,A,M,GRND,1
F99,10/10/99,K,KN,KN3,ARCO,A,F,GRND,1
F99,10/10/99,K,KN,KN3,AUEL,A,M,TILA,1
F99,10/10/99,K,KN,KN3,AUFE,A,F,GRND,1
F99,10/10/99,K,KN,KN3,ERSI,A,F,SCBR2,1
F99,10/10/99,K,KN,KN3,MEAZ,A,M,SAKA,1
F99,10/10/99,K,KN,KN3,MEAZ,A,F,TILA,1
F99,10/10/99,K,KN,KN3,MEAZ,A,M,SPCR,1
F99,10/10/99,K,KN,KN3,MEAZ,A,M,SCBR2,1
F99,10/10/99,K,KN,KN3,PSSP,2,N,GRND,1
F99,10/10/99,K,KN,KN3,TRKI,A,M,GRND,1
F99,10/10/99,K,KN,KN3,TRKI,A,F,GRND,1
F99,10/10/99,K,KN,KN3,TRKI,A,M,GRND,1
F99,10/10/99,K,KN,KN3,TRME,A,M,GRND,1
F99,10/10/99,K,KN,KN3,TRPA,A,F,GRND,1
F99,10/10/99,K,KN,KN4,AGDE,A,M,GRND,1
F99,10/10/99,K,KN,KN4,MEAZ,A,M,SPCO,1
F99,10/10/99,K,KN,KN4,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN4,PSSP,2,N,BOER4,1
F99,10/10/99,K,KN,KN4,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN4,TRKI,A,F,GRND,1
F99,10/10/99,K,KN,KN5,AGDE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN5,AUFE,A,F,GRND,1
F99,10/10/99,K,KN,KN5,AUFE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN5,MELA,A,M,SAKA,1
F99,10/10/99,K,KN,KN5,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN5,TRKI,A,M,SAKA,1
F99,10/10/99,K,KN,KN53,AUFE,A,M,GRND,1
F99,10/10/99,K,KN,KN53,DABI,A,M,BREUC2,1
F99,10/10/99,K,KN,KN53,ERSI,A,F,ARPU,1
F99,10/10/99,K,KN,KN53,MEAZ,A,F,SAKA,1
F99,10/10/99,K,KN,KN53,MEAZ,A,F,SCBR2,1
F99,10/10/99,K,KN,KN53,MEAZ,A,F,SAKA,1
F99,10/10/99,K,KN,KN53,MEAZ,A,F,SAKA,1
F99,10/10/99,K,KN,KN53,MEAZ,A,M,SCBR2,1
F99,10/10/99,K,KN,KN53,TRKI,A,M,GRND,1
F99,10/10/99,K,KN,KN53,TRKI,A,M,GRND,1
F99,10/10/99,K,KN,KN55,AUEL,A,F,SCBR2,1
F99,10/10/99,K,KN,KN55,AUFE,A,M,SCBR2,1
F99,10/10/99,K,KN,KN55,ERSI,A,M,ARPU,1
F99,10/10/99,K,KN,KN55,MEAZ,A,F,SAKA,1
F99,10/10/99,K,KN,KN55,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN55,TRFO,A,M,SCBR2,1
F99,10/10/99,K,KN,KN55,TRKI,A,F,GRND,1
F99,10/10/99,K,KN,KN55,TRPA,A,M,GRND,1
F99,10/10/99,K,KN,KN56,ERSI,A,M,BOER,1
F99,10/10/99,K,KN,KN56,MEAZ,A,F,SAKA,1
F99,10/10/99,K,KN,KN56,MEAZ,A,M,SAKA,1
F99,10/10/99,K,KN,KN56,MELA,A,M,CHIN,1
F99,10/10/99,K,KN,KN56,PAPA,A,F,BOER,1
F99,10/10/99,K,KN,KN56,PAPA,A,M,BOER,1
F99,10/10/99,K,KN,KN56,PSSP,2,N,BOER,4
F99,10/10/99,K,KN,KN56,TRPA,A,M,GRND,1
F99,10/10/99,K,KN,KN7,AGDE,A,F,GRND,1
F99,10/10/99,K,KN,KN7,AUEL,A,F,SCBR2,1
F99,10/10/99,K,KN,KN7,ERSI,A,F,ARPU,1
F99,10/10/99,K,KN,KN7,ERSI,A,M,ARPU,1
F99,10/10/99,K,KN,KN7,PAPA,A,M,BOER,1
F99,10/10/99,K,KN,KN7,PSSP,2,N,SCBR2,1
F99,10/10/99,K,KN,KN7,TRKI,A,M,GRND,1
F99,10/10/99,K,KN,KN9,AUFE,A,F,SCBR2,1
F99,10/10/99,K,KN,KN9,MELA,A,F,SAKA,1
F99,10/10/99,K,KN,KN9,MELA,A,F,TILA,1
F99,10/10/99,K,KN,KN9,PSSP,2,N,ERPU,1
F99,10/10/99,K,KN,KN9,TRKI,A,M,GRND,1
F99,10/10/99,K,KN,KN9,TRKI,A,F,GRND,1
F99,10/10/99,K,KN,KN9,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM126,DABI,A,F,TILA,1
F99,10/10/99,PK,PM,PM126,ERSI,A,F,BOER,1
F99,10/10/99,PK,PM,PM126,ERSI,A,M,BOGR,1
F99,10/10/99,PK,PM,PM126,MEAZ,A,F,BOER,1
F99,10/10/99,PK,PM,PM126,PAPA,A,M,BOER,2
F99,10/10/99,PK,PM,PM126,TRKI,A,M,GRND,1
F99,10/10/99,PK,PM,PM133,COOC,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM133,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM133,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM133,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM133,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM133,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM133,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM133,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM133,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM133,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM140,COOC,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM140,DABI,A,M,APRA,1
F99,10/10/99,PK,PM,PM140,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM140,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM140,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM140,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM140,PSTE,A,F,GRND,1
F99,10/10/99,PK,PM,PM140,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM140,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM140,XACO,A,F,GRND,1
F99,10/10/99,PK,PM,PM140,XACO,A,M,GRND,1
F99,10/10/99,PK,PM,PM181,ARCO,A,M,GRND,1
F99,10/10/99,PK,PM,PM181,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM181,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM181,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM181,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM181,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM181,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM181,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM181,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM181,XACO,A,M,GRND,1
F99,10/10/99,PK,PM,PM205,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM205,ERSI,A,M,ARPU,1
F99,10/10/99,PK,PM,PM205,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM205,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM205,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM205,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM205,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM205,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM205,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM220,COOC,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM220,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM220,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM220,PSDE,A,F,MUAR2,1
F99,10/10/99,PK,PM,PM220,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM220,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM220,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM220,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM220,XACO,A,M,GRND,1
F99,10/10/99,PK,PM,PM237,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM237,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM237,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM237,ERSI,A,M,MUAR2,1
F99,10/10/99,PK,PM,PM237,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM237,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM237,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM237,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM237,XACO,A,F,GRND,1
F99,10/10/99,PK,PM,PM249,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM249,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM249,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM249,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM249,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM249,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM249,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM249,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM251,ARCO,A,M,GRND,1
F99,10/10/99,PK,PM,PM251,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM251,PSDE,A,F,SPCR,1
F99,10/10/99,PK,PM,PM251,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM251,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM251,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM251,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM251,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM251,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM263,ARCO,A,F,GRND,1
F99,10/10/99,PK,PM,PM263,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM263,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM263,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM263,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM263,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM263,PSDE,A,F,HIJA,1
F99,10/10/99,PK,PM,PM263,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM275,ARCO,A,F,GRND,1
F99,10/10/99,PK,PM,PM275,ERSI,A,F,HIJA,1
F99,10/10/99,PK,PM,PM275,PSDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM275,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM275,PSDE,A,F,BOGR,1
F99,10/10/99,PK,PM,PM275,PSDE,A,F,SPCR,1
F99,10/10/99,PK,PM,PM275,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM275,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM275,TRPA,A,M,GRND,2
F99,10/10/99,PK,PM,PM275,XACO,A,F,GRND,1
F99,10/10/99,PK,PM,PM290,COOC,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM290,COOC,A,M,GRND,1
F99,10/10/99,PK,PM,PM290,DABI,A,F,STEX,1
F99,10/10/99,PK,PM,PM290,ERSI,A,F,SPCR,1
F99,10/10/99,PK,PM,PM290,PSDE,A,F,SPCR,1
F99,10/10/99,PK,PM,PM290,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM290,PSDE,A,M,SPCR,1
F99,10/10/99,PK,PM,PM290,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM290,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM290,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM290,XACO,A,M,GRND,1
F99,10/10/99,PK,PM,PM290,XACO,A,F,GRND,1
F99,10/10/99,PK,PM,PM299,COOC,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM299,COOC,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM299,ERSI,A,M,BOGR,1
F99,10/10/99,PK,PM,PM299,ERSI,A,F,BOGR,1
F99,10/10/99,PK,PM,PM299,PSDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM299,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM300,ARCO,A,M,GRND,1
F99,10/10/99,PK,PM,PM300,ARCO,A,F,GRND,1
F99,10/10/99,PK,PM,PM300,COOC,A,M,GRND,1
F99,10/10/99,PK,PM,PM300,COOC,A,F,MUAR2,1
F99,10/10/99,PK,PM,PM300,COOC,A,F,BOER,1
F99,10/10/99,PK,PM,PM300,COOC,A,M,HIJA,1
F99,10/10/99,PK,PM,PM300,COOC,3,N,BOER,1
F99,10/10/99,PK,PM,PM300,ERSI,A,F,HIJA,1
F99,10/10/99,PK,PM,PM300,ERSI,A,M,BOER,1
F99,10/10/99,PK,PM,PM300,PSDE,A,F,BOER,1
F99,10/10/99,PK,PM,PM300,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM312,ARCO,A,M,GRND,1
F99,10/10/99,PK,PM,PM312,ARCO,A,F,GRND,1
F99,10/10/99,PK,PM,PM312,DABI,A,M,ARPU,1
F99,10/10/99,PK,PM,PM312,ERSI,A,M,ARPU,1
F99,10/10/99,PK,PM,PM312,ERSI,A,F,ARPU,1
F99,10/10/99,PK,PM,PM312,PSDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM312,PSTE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM312,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM312,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM316,ARCO,A,M,GRND,1
F99,10/10/99,PK,PM,PM316,ERSI,A,M,SPAI,1
F99,10/10/99,PK,PM,PM316,ERSI,A,F,SPAI,1
F99,10/10/99,PK,PM,PM316,ERSI,A,M,SPAI,1
F99,10/10/99,PK,PM,PM316,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM36,AGDE,A,M,BOBA,1
F99,10/10/99,PK,PM,PM36,AGDE,A,F,GRND,1
F99,10/10/99,PK,PM,PM36,DABI,A,F,BOBA,1
F99,10/10/99,PK,PM,PM36,ERSI,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM36,MELA,3,N,TILA,1
F99,10/10/99,PK,PM,PM36,PAPA,A,F,BOER,1
F99,10/10/99,PK,PM,PM36,PSSP,2,N,SCBR2,1
F99,10/10/99,PK,PM,PM36,PSSP,2,N,SCBR2,1
F99,10/10/99,PK,PM,PM36,PSSP,2,N,BOBA,1
F99,10/10/99,PK,PM,PM36,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM370,AGDE,A,M,GRND,1
F99,10/10/99,PK,PM,PM370,AUFE,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM370,AUFE,A,M,GRND,1
F99,10/10/99,PK,PM,PM370,AUFE,A,F,GRND,1
F99,10/10/99,PK,PM,PM370,TRPA,A,M,GRND,1
F99,10/10/99,PK,PM,PM370,TRPA,2,N,SCBR2,1
F99,10/10/99,PK,PM,PM370,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM71,AGDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM71,ERSI,A,M,ARHA,1
F99,10/10/99,PK,PM,PM71,ERSI,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM71,ERSI,A,F,SCBR2,1
F99,10/10/99,PK,PM,PM71,MELA,A,F,SPHA,1
F99,10/10/99,PK,PM,PM71,PSSP,2,N,SCBR2,1
F99,10/10/99,PK,PM,PM71,TRKI,A,F,GRND,1
