DATE,SEASON,YEAR,PLOT,TRAP,RECAP,TAG_1_LT,TAG_2_RT,PIT_TAG,SEX,AGE,MASS,Comments,Capture_Site
7/1/2011,SUMMER,2011,B,NA,RELEASE,4712,5712,,F,J,310,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4713,5713,,F,J,275,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4714,5714,,F,J,355,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4715,5715,,F,A,855,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4716,5716,,F,J,285,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4717,5717,,F,A,695,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4718,5718,,M,J,355,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4719,5719,,M,J,320,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4720,5720,,M,J,260,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4721,5721,,M,J,310,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4722,5722,,M,J,280,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4723,5723,,M,J,320,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4724,5724,,F,A,785,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4725,5725,,F,J,405,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4726,5726,,M,J,290,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4727,5727,,F,J,230,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4728,5728,,F,J,320,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4729,5729,,F,J,225,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4730,5730,,F,A,810,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4731,5731,,F,A,835,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4732,5732,,M,J,325,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4733,5733,,M,J,225,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4734,5734,,F,A,700,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4735,5735,,F,J,240,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4736,5736,,F,A,610,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4737,5737,,M,J,295,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4738,5738,,M,J,390,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4739,5739,,M,J,380,,East Gate
7/1/2011,SUMMER,2011,B,NA,RELEASE,4740,5740,,M,A,765,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4741,5741,,M,A,915,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4742,5742,,F,A,780,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4743,5743,,F,A,620,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4744,5744,,F,A,820,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4745,5745,,F,A,470,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4746,5746,,F,A,615,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4747,5747,,F,A,840,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4748,5748,,M,A,950,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4749,5749,,M,J,160,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4750,5750,,F,J,410,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4751,5751,,F,A,720,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4752,5752,,F,A,720,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4753,5753,,M,A,720,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4754,5754,,M,A,800,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4755,5755,,,A,800,,Las Colinas
7/1/2011,SUMMER,2011,B,NA,RELEASE,4756,5756,,F,A,920,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4757,5757,,F,A,990,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4758,5758,,M,A,690,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4759,5759,,M,J,370,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4760,5760,,F,J,440,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4761,5761,,M,A,710,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4762,5762,,F,A,1030,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,5763,4763,,M,A,330,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4764,5764,,M,A,880,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4765,5765,,F,A,780,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4766,5766,,F,A,740,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4767,5767,,F,A,910,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4768,5768,,F,J,340,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4769,5769,,M,A,1010,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4770,5770,,M,A,710,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4771,5771,,F,A,525,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4772,5772,,F,A,460,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4773,5773,,M,A,1280,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4774,5774,,M,A,1250,,Landau
7/1/2011,SUMMER,2011,B,NA,RELEASE,4775,5775,,M,A,1000,,Landau
7/11/2011,SUMMER,2011,D,NA,RELEASE,4776,5776,,F,A,900,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4777,5777,,F,A,895,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4778,5778,,M,A,470,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4779,5779,,M,A,490,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4780,5780,,F,A,1020,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4781,5781,,F,A,1000,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4782,5782,,M,A,550,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4783,5783,,F,A,465,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4784,5784,,F,A,985,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4785,5785,,F,A,615,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4786,5786,,M,A,605,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4787,5787,,M,A,565,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4788,5788,,F,A,840,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4789,5789,,F,A,500,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4790,5790,,F,A,815,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4791,5791,,F,A,820,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4792,5792,,M,A,660,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4793,5793,,F,A,500,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4794,5794,,M,A,570,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4795,5795,,F,A,970,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4796,5796,,M,A,450,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4797,5797,,F,A,900,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4798,5798,,F,A,905,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4799,5799,,F,A,520,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4800,5800,,M,A,605,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4801,5801,,M,A,710,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4802,5802,,M,A,505,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4803,5803,,F,A,560,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4804,5804,,F,A,630,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4805,5805,,M,A,620,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4806,5806,,F,A,575,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4807,5807,,F,J,435,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4808,5808,,F,J,515,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4809,5809,,F,A,980,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4810,5810,,F,A,500,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4811,5811,,M,A,350,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4812,5812,,M,A,480,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4813,5813,,F,A,565,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4814,5814,,F,A,450,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4815,5815,,M,J,390,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4816,5816,,M,J,540,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4817,5817,,M,J,440,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4818,5818,,F,A,915,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4819,5819,,F,A,1040,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4820,5820,,F,A,1070,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4821,5821,,M,A,1100,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4822,5822,,F,A,950,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4823,5823,,F,A,1050,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4824,5824,,F,A,890,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4825,5825,,M,A,550,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4826,5826,,F,A,740,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4827,5827,,F,A,710,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4828,5828,,F,A,550,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4829,5829,,F,A,500,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4830,5830,,F,A,1250,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4831,5831,,F,A,400,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4832,5832,,F,A,720,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4833,5833,,F,A,740,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4834,5834,,F,A,590,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4835,5835,,F,A,830,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4836,5836,,M,A,600,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4837,5837,,F,A,500,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4838,5838,,M,A,450,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4839,5839,,M,A,520,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4840,5840,,F,J,300,,Walgreens
7/11/2011,SUMMER,2011,D,NA,RELEASE,4841,5841,,M,A,1270,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4842,5842,,M,A,1040,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4843,5843,,M,A,1200,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4844,5844,,M,A,1270,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4845,5845,,M,A,1110,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4846,5846,,M,A,1050,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4847,5847,,M,A,1150,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4848,5848,,M,A,1250,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4849,5849,,M,A,1200,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4850,5850,,M,A,925,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4851,5851,,M,A,950,,Dwyer
7/11/2011,SUMMER,2011,D,NA,RELEASE,4852,5852,,M,J,410,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4853,5853,,M,J,470,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4854,5854,,M,J,350,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4855,5855,,M,J,400,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4856,5856,,F,J,370,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4857,5857,,F,A,780,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4858,5858,,F,A,630,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4859,5859,,F,A,720,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4860,5860,,M,A,360,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4861,5861,,F,A,1050,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4862,5862,,F,A,860,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4863,5863,,F,A,890,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4864,5864,,M,A,1475,,Hayes
7/11/2011,SUMMER,2011,D,NA,RELEASE,4865,5865,,F,A,1050,,Hayes
7/14/2011,SUMMER,2011,B,NA,RELEASE,4866,5866,,M,J,320,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4867,5867,,F,J,400,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4868,5868,,M,J,410,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4869,5869,,M,J,350,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4870,5870,,M,A,450,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4871,5871,,F,J,350,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4872,5872,,F,J,300,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4873,5873,,M,J,420,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4874,5874,,F,J,300,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4875,5875,,F,J,285,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4876,5876,,M,J,365,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4877,5877,,F,A,600,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4878,5878,,F,A,390,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4879,5879,,F,A,960,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4880,5880,,F,J,345,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4881,5881,,F,A,480,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4882,5882,,F,A,990,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4883,5883,,M,J,440,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4884,5884,,F,J,440,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4885,5885,,M,J,360,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4886,5886,,F,A,820,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4887,5887,,F,A,580,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4888,5888,,F,A,490,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4889,5889,,M,J,345,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4890,5890,,F,A,550,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4891,5891,,M,A,620,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4892,5892,,F,A,450,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4893,5893,,M,J,345,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4894,5894,,M,A,560,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4895,5895,,M,A,1580,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4896,5896,,M,A,1150,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4897,5897,,M,A,750,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4898,5898,,M,A,1150,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4899,5899,,M,A,1030,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4900,5900,,M,A,600,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4901,5901,,M,A,720,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4902,5902,,F,A,480,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4903,5903,,F,A,1000,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4904,5904,,F,A,760,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4905,5905,,F,A,900,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4906,5906,,F,A,780,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4907,5907,,M,J,230,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4908,5908,,F,A,800,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4909,5909,,M,J,340,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4910,5910,,F,J,425,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4911,5911,,F,J,430,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4912,5912,,F,J,280,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4913,5913,,M,A,590,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4914,5914,,F,J,350,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4916,5916,,F,A,560,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4917,5917,,F,J,220,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4918,5918,,M,A,650,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4919,5919,,F,A,760,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4920,5920,,F,A,600,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4921,5921,,M,J,330,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4922,5922,,F,A,710,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4923,5923,,F,A,440,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4924,5924,,F,A,880,,Turquoise Trail
7/14/2011,SUMMER,2011,B,NA,RELEASE,4925,5925,,F,A,850,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4926,5926,,M,A,680,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4927,5927,,F,A,840,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4928,5928,,F,A,990,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4929,5929,,M,J,350,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4930,5930,,F,A,950,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4931,5931,,M,J,400,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4932,5932,,F,A,880,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4933,5933,,F,A,850,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4934,5934,,F,A,690,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4935,5935,,F,A,900,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4936,5936,,F,A,930,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4937,5937,,M,J,350,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4938,5938,,F,A,510,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4939,5939,,F,A,1500,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4940,5940,,F,A,1000,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4941,5941,,F,A,1040,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4942,5942,,F,A,1150,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4943,5943,,F,A,1300,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4944,5944,,M,A,1250,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4945,5945,,M,A,1480,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4946,5946,,M,A,1240,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4947,5947,,M,A,1120,,Raleys
7/14/2011,SUMMER,2011,B,NA,RELEASE,4948,5948,,F,A,460,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4949,5949,,F,J,300,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4950,5950,,M,J,330,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4951,5951,,F,J,410,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4952,5952,,F,A,480,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4953,5953,,M,J,340,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4954,5954,,M,J,440,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4955,5955,,F,A,450,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4956,5956,,M,A,700,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4957,5957,,M,A,490,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4958,5958,,M,J,370,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4959,5959,,F,J,350,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4960,5960,,F,J,140,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4961,5961,,M,J,360,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4962,5962,,M,J,380,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4963,5963,,M,J,300,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4964,5964,,M,J,390,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4965,5965,,F,J,390,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4966,5966,,F,J,330,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4967,5967,,M,J,400,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4968,5968,,M,J,280,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4969,5969,,F,J,220,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4970,5970,,F,J,330,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4971,5971,,F,J,360,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4972,5972,,M,A,510,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4973,5973,,M,J,310,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4974,5974,,F,J,380,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4975,5975,,M,J,280,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4976,5976,,M,J,420,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4977,5977,,F,J,350,,East Gate
7/14/2011,SUMMER,2011,B,NA,RELEASE,4978,5978,,F,A,650,,East Ridge
7/14/2011,SUMMER,2011,B,NA,RELEASE,4979,5979,,M,J,230,,East Ridge
7/14/2011,SUMMER,2011,B,NA,RELEASE,4980,5980,,F,J,310,,East Ridge
7/14/2011,SUMMER,2011,B,NA,RELEASE,4981,5981,,M,J,330,,East Ridge
7/14/2011,SUMMER,2011,B,NA,RELEASE,4982,5982,,F,A,880,,East Ridge
7/14/2011,SUMMER,2011,B,NA,RELEASE,4983,5983,,M,J,440,,Landau
7/14/2011,SUMMER,2011,B,NA,RELEASE,4984,5984,,M,A,480,,Landau
7/14/2011,SUMMER,2011,B,NA,RELEASE,4985,5985,,M,J,370,,Landau
7/14/2011,SUMMER,2011,B,NA,RELEASE,4986,5986,,F,J,340,,Landau
7/14/2011,SUMMER,2011,B,NA,RELEASE,4987,5987,,M,A,500,,Landau
7/14/2011,SUMMER,2011,B,NA,RELEASE,4988,5988,,F,J,330,,Landau
7/14/2011,SUMMER,2011,B,NA,RELEASE,4989,5989,,F,J,330,,Phil Chicon
7/14/2011,SUMMER,2011,B,NA,RELEASE,4990,5990,,F,J,430,,Phil Chicon
7/14/2011,SUMMER,2011,B,NA,RELEASE,4991,5991,,F,J,390,,Phil Chicon
7/14/2011,SUMMER,2011,B,NA,RELEASE,4992,5992,,M,A,480,,Phil Chicon
7/14/2011,SUMMER,2011,B,NA,RELEASE,4993,5993,,M,A,770,,Phil Chicon
7/19/2011,SUMMER,2011,B,NA,RELEASE,4994,5994,,M,A,640,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,4995,5995,,F,A,550,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,4996,5996,,F,A,960,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,4997,5997,,M,A,520,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,4998,5998,,F,A,580,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,4999,5999,,F,A,510,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,5000,6000,,F,A,600,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,5001,6001,,F,A,480,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,5002,6002,,F,A,510,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,5003,6003,,F,A,580,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,5004,6004,,F,A,490,,Bernardo-mixed
7/19/2011,SUMMER,2011,B,NA,RELEASE,5005,6005,,F,A,630,,Bernardo-mixed
