"year","location","season","night","web","trap","recap","Taxa_sppcode","sex","age","reprod","mass","Taxa_genus","Taxa_species","count","Taxa_family","Taxa_order"
2014,"5plarrea",1,1,5,"30","n","dime","m","a","na","36"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"32","n","dime","m","a","na","32"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"47","n","dior","m","a","na","50"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"53","n","dior","f","a","na","45"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"57","n","dior","f","j","na","24"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"58","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"59","n","dime","f","a","na","35"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"62","n","pgfv","f","a","na","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"66","n","dior","f","j","na","27"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"67","n","dime","m","a","st","38"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"69","n","dime","f","a","p","50"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"70","n","pele","m","a","na","18"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,1,5,"71","n","pele","m","a","na","19"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,1,5,"72","n","dime","m","a","na","40"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"76","n","pgfv","m","a","na","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"78","n","disp","f","a","l","96"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"80","n","dime","m","j","na","28"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"81","n","disp","m","a","st","156"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"83","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"84","n","dime","m","a","na","32"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"87","n","disp","m","a","st","140"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"90","n","dior","m","a","na","46"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"93","n","pgfv","f","a","na","9"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"94","n","dior","f","a","na","48"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"95","n","dior","m","a","na","-999"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"96","n","dime","m","a","st","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"104","n","dime","m","a","na","34"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"106","n","dime","m","a","na","37"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"108","n","dior","f","a","p","52"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"111","n","peer","m","a","na","19"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,1,5,"114","n","onar","m","a","st","21"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,1,5,"115","n","dior","m","a","st","52"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"117","n","dior","f","a","na","42"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"118","n","dior","m","a","na","39"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"119","n","dime","m","j","na","31"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"120","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"123","n","pele","m","a","na","19"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,1,5,"127","n","dime","f","a","na","39"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"131","n","pema","m","a","na","23"," Peromyscus"," maniculatus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,1,5,"132","n","dior","m","a","st","52"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"138","n","peer","m","a","na","19"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,1,5,"140","n","dime","m","a","st","43"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"142","n","dime","f","a","na","36"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,1,5,"144","n","nemi","m","a","st","240"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"8","y","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"12","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"20","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"23","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"30","n","pele","m","a","na","23"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"32","n","peer","m","a","st","17"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"33","n","peer","m","a","st","18"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"34","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"42","n","dime","m","a","na","34"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"46","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"47","n","pgfv","m","a","st","6"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"48","n","chin","m","a","st","15"," Chetodipus"," intermedius",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"53","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"54","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"55","n","pgfv","f","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"57","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"59","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"63","n","pele","m","a","na","27"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"68","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"69","n","pele","m","a","na","23"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"70","n","pgfv","m","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"71","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"72","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"77","n","peer","m","a","na","18"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"79","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"80","n","peer","f","a","l","-999"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"81","n","disp","-999","a","-999","-999"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"82","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"84","n","dime","m","a","st","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"91","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"92","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"94","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"96","n","dime","m","a","na","33"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"99","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"103","n","pgfv","m","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"104","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"105","n","dior","m","a","st","40"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"109","y","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,1,"115","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"117","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"118","n","dime","m","a","st","39"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"119","n","dior","f","a","na","47"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"126","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"129","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"130","n","dior","m","j","na","37"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"132","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"137","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"140","n","dime","f","a","l","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"141","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"142","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,1,"143","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"2","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"10","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"11","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"18","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"25","y","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,3,"30","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"33","n","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,3,"34","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"35","n","dime","f","a","na","38"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"36","n","pgfv","f","a","na","5"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"39","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"41","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"46","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"47","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"48","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"52","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"56","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"57","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"63","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"67","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"68","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"69","n","pgfv","m","a","na","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"72","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"73","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"80","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"81","n","pgfv","m","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"90","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"93","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"102","y","pema","m","a","na","na"," Peromyscus"," maniculatus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,3,"105","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"108","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"114","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"115","y","nemi","f","a","na","na"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,3,"116","n","dime","-999","a","-999","-999"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"117","n","pgfv","f","a","na","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"118","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"119","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"120","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"124","y","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,3,"127","n","nemi","m","j","na","30"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,3,"128","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"129","n","onar","m","a","na","22"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,3,"130","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"131","n","dime","m","a","na","33"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"141","n","dior","m","a","st","55"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"142","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,3,"143","n","dime","m","a","na","30"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"6","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"10","n","dime","m","a","na","34"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"11","n","dior","m","a","na","47"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"12","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"15","n","onar","m","a","na","20"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"19","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"21","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"24","y","neal","m","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"27","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"35","n","disp","m","a","st","145"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"36","n","pgfv","m","a","st","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"37","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"42","n","dior","m","j","na","35"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"47","n","dior","f","a","na","54"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"58","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"59","n","dior","f","j","na","36"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"65","y","dior","f","j","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"67","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"69","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"70","y","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"71","y","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"72","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"76","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"81","n","pele","m","a","na","25"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"83","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"84","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"86","y","onar","m","a","na","19"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"93","y","dior","f","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"95","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"96","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"100","n","pele","f","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"104","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"106","n","dior","m","a","na","49"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"108","y","dior","f","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"110","n","peer","f","a","l","13"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"111","n","pgfv","m","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"112","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"117","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"119","n","pgfv","m","a","na","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"120","y","dior","f","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"128","n","pele","m","a","na","23"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"129","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"131","y","pema","m","a","na","na"," Peromyscus"," maniculatus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,2,5,"132","y","dior","m","a","na","na"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"136","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"139","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,2,5,"140","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"2","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"6","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"7","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"10","n","pgfv","m","a","na","9"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"12","n","disp","f","a","na","89"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"23","n","dime","f","a","p","47"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"24","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"27","y","dime","f","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"33","y","onar","m","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"33","y","peer","m","a","st","19"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"34","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"35","n","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"36","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"36","n","peer","m","a","na","21"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"46","n","dime","m","a","na","40"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"47","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"48","n","pele","m","a","na","-999"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"50","y","pema","m","a","na","na"," Peromyscus"," maniculatus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"53","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"54","n","peer","m","a","na","20"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"55","y","pgfv","f","a","na","na"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"57","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"59","n","peer","m","a","na","20"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"60","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"67","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"68","n","pgfv","m","a","st","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"69","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"70","n","pgfv","m","a","na","6"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"71","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2014,"5plarrea",1,3,1,"72","n","peer","m","a","na","23"," Peromyscus"," eremicus",1,"Cricetidae","Rodentia"
2014,"5plarrea",1,3,1,"77","y","pele","m","a","na","na"," Peromyscus"," leucopus",1,"Cricetidae","Rodentia"
