"SITE","DATE","TRAPDAY","TAG","SPECIES","FATE","SEX","TESTES","VAGINA","NIPPLES","PREGNANT","MASS","STATION","CAPNUM","SEASON","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","count"
"T1","08/05/89",2,"994",4,1,"1","2","0","0","0","57","75",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",4,"994",4,2,"1","2","0","0","0","57","75",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/04/90",4,"C994",2,1,"1","3","0","0","0","19","9",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/26/06",2,"G994",4,1,"1","1",NA,NA,NA,"53","69",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",2,"995",4,1,"2","0","2","1","0","74","67",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",4,"995",4,2,"2","0","2","1","0","74","68",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/26/06",3,"G995",4,1,"1","1",NA,NA,NA,"79","11",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/26/06",2,"G996",4,1,"2",NA,"1","1",NA,"60","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",2,"997",4,1,"2","0","1","1","0","67","14",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",4,"997",4,2,"2","0","1","1","0","67","17",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",5,"997",4,2,"2","0","1","1","0","67","17",3,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/26/06",2,"G997",4,1,"1","1",NA,NA,NA,"50","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",2,"998",4,1,"2","0","2","1","0","66","61",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/26/06",2,"G998",4,1,"1","1",NA,NA,NA,"53","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",2,"999",4,1,"1","3","0","0","0","77","73",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",5,"999",4,2,"1","3","0","0","0","77","71",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/26/06",2,"G999",4,1,"1","1",NA,NA,NA,"48","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/26/06",3,"G1000",4,1,"1","1",NA,NA,NA,"80","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/17/09",1,"G1001",4,6,"2",NA,"1","1",NA,"42","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",1,"G1002",4,1,"1","1",NA,NA,NA,"54","71",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",1,"G1003",4,1,"1","1",NA,NA,NA,"63","64",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",1,"G1004",2,1,"1","1",NA,NA,NA,"18","63",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/17/09",1,"G1005",4,1,"1","1",NA,NA,NA,"45","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/17/09",2,"G1006",4,1,"1","1",NA,NA,NA,"52","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/17/09",2,"G1007",4,1,"1","1",NA,NA,NA,"60","1",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",2,"G1008",4,1,"2",NA,"1","1",NA,"42","68",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",2,"G1009",4,1,"1","1",NA,NA,NA,"77","64",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",2,"G1010",4,1,"1","1",NA,NA,NA,"63","63",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/17/09",3,"G1011",2,6,"1","3",NA,NA,NA,"18","13",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","10/17/09",3,"G1012",4,1,"1","3",NA,NA,NA,"96","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/17/09",3,"G1013",2,6,"2",NA,"1","1",NA,"18","3",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/17/09",3,"G1014",4,1,"2",NA,"1","1",NA,"43","71",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/17/10",3,"G1014",4,2,"2",NA,"1","1",NA,"55","69",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",3,"G1015",4,1,"1","3",NA,NA,NA,"56","68",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",3,"G1016",4,1,"1","1",NA,NA,NA,"65","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/17/09",3,"G1017",4,1,"1","1",NA,NA,NA,"66","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/17/10",1,"G1018",4,1,"2",NA,"1","1",NA,"52","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/17/10",1,"G1019",4,1,"2",NA,"1","1",NA,"59","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/17/10",1,"G1020",4,1,"1","2",NA,NA,NA,"84","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/17/10",1,"G1021",4,1,"1","1",NA,NA,NA,"62","26",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/17/10",2,"G1022",4,1,"1","2",NA,NA,NA,"83","26",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/17/10",2,"G1023",4,1,"1","1",NA,NA,NA,"43","20",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/17/10",2,"G1024",4,1,"2",NA,"1","1",NA,"64","20",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/17/09",1,"G1025",4,1,"2",NA,"1","1",NA,"46","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/17/10",2,"G1026",4,1,"2",NA,"1","1",NA,"65","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/17/10",2,"G1027",4,1,"1","1",NA,NA,NA,"57","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/17/10",3,"G1028",4,1,"2",NA,"1","1",NA,"61","26",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/17/10",3,"G1029",4,1,"2",NA,"1","1",NA,"48","25",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/17/10",3,"G1030",4,1,"2",NA,"1","1",NA,"66","20",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/17/10",3,"G1031",4,1,"2",NA,"1","1",NA,"76","22",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/17/10",3,"G1032",4,1,"1","2",NA,NA,NA,"60","20",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/17/10",3,"G1033",4,1,"2",NA,"1","1",NA,"61","64",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/17/10",3,"G1034",4,1,"2",NA,"2","1",NA,"76","10",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","09/11/10",1,"G1035",4,1,"1","3",NA,NA,NA,"81","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","09/11/10",1,"G1036",4,1,"1","1",NA,NA,NA,"80","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",1,"G1037",2,1,"1","2",NA,NA,NA,"20","8",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/11/10",2,"G1037",2,2,"1","2",NA,NA,NA,"20","9",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","09/11/10",2,"G1038",4,1,"1","3",NA,NA,NA,"92","4",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",2,"G1039",4,1,"1","1",NA,NA,NA,"46","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",2,"G1040",2,1,"1","1",NA,NA,NA,"18","8",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","09/11/10",3,"G1041",4,1,"1","3",NA,NA,NA,"86","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/11/10",3,"G1042",4,1,"2",NA,"1","2",NA,"78","4",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",3,"G1043",4,1,"2",NA,"1","1",NA,"51","29",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",3,"G1044",4,1,"1","1",NA,NA,NA,"51","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",3,"G1045",4,1,"1","1",NA,NA,NA,"46","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",3,"G1046",4,1,"2",NA,"2","1",NA,"55","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",3,"G1047",4,1,"2",NA,"1","2",NA,"38","11",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/11/10",3,"G1048",2,1,"1","3",NA,NA,NA,"13","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","05/05/11",1,"G1049",4,1,"1","1",NA,NA,NA,"71","10",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/05/11",1,"G1050",2,1,"1","1",NA,NA,NA,"17","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/05/11",2,"G1050",2,2,"1","1",NA,NA,NA,"17","2",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/05/11",1,"G1051",4,1,"1","1",NA,NA,NA,"75","9",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/05/11",1,"G1052",4,1,"2",NA,"2","1",NA,"42","3",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/05/11",2,"G1053",2,1,"2",NA,"1","2",NA,"17","44",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/05/11",2,"G1054",2,1,"1","1",NA,NA,NA,"16","43",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/05/11",2,"G1055",4,1,"1","1",NA,NA,NA,"71","10",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/05/11",2,"G1056",2,1,"1","1",NA,NA,NA,"17","101",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/05/11",2,"G1057",4,1,"2",NA,"1","1",NA,"48","48",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/05/11",3,"G1058",2,1,"2",NA,"1","1",NA,"15","42",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/05/11",3,"G1059",4,1,"1","1",NA,NA,NA,"72","13",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/05/11",3,"G1060",4,1,"2",NA,"1","1",NA,"71","10",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/05/11",3,"G1061",2,1,"2",NA,"1","2",NA,"17","101",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/05/11",3,"G1062",4,1,"2",NA,"1","1",NA,"72","21",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/05/11",3,"G1063",4,1,"1","2",NA,NA,NA,"78","8",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/05/11",3,"G1064",4,1,"1","3",NA,NA,NA,"78","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/05/11",3,"G1065",2,1,"1","1",NA,NA,NA,"15","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/05/11",3,"G1066",2,1,"1","3",NA,NA,NA,"16","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","10/02/11",1,"G1067",4,1,"1","2",NA,NA,NA,"57","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",1,"G1068",2,1,"1","1",NA,NA,NA,"17","43",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/02/11",1,"G1069",2,1,"1","2",NA,NA,NA,"14","18",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/02/11",1,"G1070",2,1,"2",NA,"1","1",NA,"12","1",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","10/02/11",1,"G1071",2,6,"1","1",NA,NA,NA,"20","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/02/11",2,"G1072",4,1,"1","1",NA,NA,NA,"57","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",2,"G1073",4,1,"1","1",NA,NA,NA,"65","69",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",2,"G1074",4,1,"2",NA,"1","1",NA,"56","66",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",3,"G1074",4,2,"2",NA,"1","1",NA,"56","63",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",2,"G1075",4,1,"2",NA,"1","1",NA,"57","45",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/02/11",2,"G1076",4,1,"1","3",NA,NA,NA,"72","4",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",3,"G1077",4,1,"1","1",NA,NA,NA,"55","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",1,"G1077",4,2,"1","2",NA,NA,NA,"65","73",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",3,"G1078",4,1,"1","1",NA,NA,NA,"50","67",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/02/11",3,"G1079",2,1,"1","1",NA,NA,NA,"18","43",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","10/02/11",3,"G1080",6,6,"1",NA,NA,NA,NA,"220","13",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T4","10/02/11",3,"G1081",2,6,"1","1",NA,NA,NA,"15","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","03/24/12",1,"G1082",4,1,"1","1",NA,NA,NA,"74","25",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",1,"G1083",4,1,"1","1",NA,NA,NA,"77","8",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",1,"G1084",4,1,"2",NA,"2","1",NA,"90","1",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",1,"G1085",4,1,"1","3",NA,NA,NA,"86","8",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",3,"G1085",4,2,"1","3",NA,NA,NA,"86","5",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",1,"G1086",4,1,"2",NA,"2","1",NA,"64","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",2,"G1086",4,2,"2",NA,"2","1",NA,"64","5",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1087",4,1,"1","1",NA,NA,NA,"62","75",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1088",4,1,"1","1",NA,NA,NA,"66","68",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1089",4,1,"1","2",NA,NA,NA,"77","66",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1090",4,1,"1","1",NA,NA,NA,"71","58",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1091",4,1,"2",NA,"2","1",NA,"49","43",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1092",4,1,"1","2",NA,NA,NA,"74","40",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1093",4,1,"1","1",NA,NA,NA,"61","25",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1094",4,1,"1","1",NA,NA,NA,"67","23",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1095",4,1,"1","1",NA,NA,NA,"67","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1096",4,1,"2",NA,"1","1",NA,"55","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1097",4,1,"1","2",NA,NA,NA,"70","2",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",2,"G1098",4,1,"1","1",NA,NA,NA,"71","101",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",2,"G1099",4,1,"1","1",NA,NA,NA,"81","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",2,"G1100",4,1,"2",NA,"2","1",NA,"55","3",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",2,"G1101",2,1,"2",NA,"1","1",NA,"22","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","03/24/12",2,"G1102",2,1,"1","1",NA,NA,NA,"21","8",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","03/24/12",3,"G1102",2,2,"1","1",NA,NA,NA,"21","9",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","03/24/12",2,"G1103",2,1,"1","1",NA,NA,NA,"19","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","03/24/12",3,"G1103",2,2,"1","1",NA,NA,NA,"19","9",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","03/24/12",3,"G1104",4,1,"2",NA,"1","1",NA,"46","73",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",3,"G1105",4,1,"1","1",NA,NA,NA,"68","61",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",3,"G1106",4,1,"1","1",NA,NA,NA,"62","59",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",3,"G1107",4,1,"2",NA,"1","1",NA,"48","48",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",3,"G1108",2,1,"1","1",NA,NA,NA,"16","44",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","03/24/12",3,"G1109",4,1,"1","1",NA,NA,NA,"82","25",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",3,"G1110",4,1,"1","1",NA,NA,NA,"71","23",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",3,"G1111",4,1,"1","1",NA,NA,NA,"74","11",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/12",3,"G1112",2,1,"2",NA,"1","1",NA,"20","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","03/24/12",3,"G1113",4,1,"1","1",NA,NA,NA,"68","101",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",3,"G1114",4,1,"2",NA,"1","1",NA,"57","16",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/24/12",3,"G1115",2,1,"1","1",NA,NA,NA,"17","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","03/24/12",3,"G1116",2,1,"1","1",NA,NA,NA,"15","12",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","03/24/12",3,"G1117",2,1,"2",NA,"1","1",NA,"17","11",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","03/24/12",3,"G1118",2,1,"2",NA,"1","1",NA,"21","10",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/93",2,"A1267",4,1,"2","0","1","1","0","36","25",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",2,"A1269",2,1,"1","1","0","0","0","11","26",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",1,"A1271",2,1,"2","0","1","1","0","11","74",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/93",2,"A1272",4,1,"2","0","1","1","0","37","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",2,"A1273",2,1,"1","1","0","0","0","11","18",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/93",2,"A1274",4,1,"2","0","1","2","0","49","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"A1274",4,2,"2","0","1","2","0","49","22",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","04/05/94",2,"A1301",4,1,"2","0","1","2","0","68","81",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","04/05/94",3,"A1302",4,1,"2","0","1","2","0","57","53",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/05/94",3,"A1376",2,1,"1","3","0","0","0","20","11",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/05/94",3,"A1377",4,1,"1","3","0","0","0","64","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/05/94",3,"A1378",4,1,"1","3","0","0","0","55","16",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/05/94",3,"A1380",2,1,"2","0","1","1","0","20","8",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/05/94",3,"A1381",4,1,"1","3","0","0","0","65","14",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",3,"A1382",4,1,"1","3","0","0","0","55","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",3,"A1384",2,1,"1","3","0","0","0","19","18",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/05/94",3,"A1385",4,1,"2","0","1","2","0","85","39",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",3,"A1386",4,1,"1","3","0","0","0","63","41",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",3,"A1387",4,1,"2","0","1","1","0","45","61",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",3,"A1388",4,1,"2","0","1","1","0","0","75",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/05/94",2,"A1389",4,1,"2","0","1","1","0","43","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"A1391",4,1,"1","3","0","0","0","78","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"A1392",4,1,"2","0","1","1","0","46","15",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"A1393",4,1,"1","3","0","0","0","58","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"A1394",4,1,"1","3","0","0","0","58","22",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"A1395",4,1,"1","3","0","0","0","65","41",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"A1396",4,1,"1","3","0","0","0","61","67",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"A1397",4,1,"1","3","0","0","0","71","78",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/05/94",1,"A1398",2,1,"1","3","0","0","0","15","10",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/05/94",1,"A1399",2,1,"1","1","0","0","0","13","23",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/05/94",1,"A1400",4,1,"1","3","0","0","0","80","41",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/13/91",2,"1426",2,1,"2","0","1","1","0","11","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",2,"1427",2,1,"1","1","0","0","0","13","21",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",2,"1428",4,1,"2","0","1","1","0","36","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/13/91",2,"1429",4,1,"2","0","1","2","0","62","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/13/91",2,"1430",2,1,"2","0","1","1","0","13","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",2,"1431",2,1,"1","1","0","0","0","20","6",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",3,"1431",2,2,"1","1","0","0","0","20","7",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",2,"1432",2,1,"2","0","1","1","0","14","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",2,"1433",2,1,"2","0","1","2","0","19","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/13/91",3,"1434",2,1,"1","1","0","0","0","12","72",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/13/91",3,"1435",4,1,"2","0","1","1","0","50","69",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/13/91",3,"1436",2,1,"1","1","0","0","0","12","68",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/13/91",3,"1437",2,1,"2","0","1","2","0","10","65",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/13/91",3,"1438",4,1,"1","2","0","0","0","78","47",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/13/91",3,"1439",4,1,"1","1","0","0","0","39","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/92",2,"1439",4,2,"1","3","0","0","0","75","25",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/13/91",3,"1440",2,1,"1","1","0","0","0","17","23",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/13/91",3,"1441",2,1,"2","0","1","1","0","12","22",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/13/91",3,"1442",2,1,"2","0","1","1","0","11","19",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/13/91",3,"1443",2,1,"1","1","0","0","0","11","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/13/91",3,"1444",4,1,"1","1","0","0","0","40","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
