"SITE","DATE","TRAPDAY","TAG","SPECIES","FATE","SEX","TESTES","VAGINA","NIPPLES","PREGNANT","MASS","STATION","CAPNUM","SEASON","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","count"
"T5","12/13/91",3,"1445",4,1,"1","1","0","0","0","38","31",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/13/91",3,"1446",2,1,"1","1","0","0","0","18","22",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/13/91",3,"1447",4,1,"1","1","0","0","0","51","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/13/91",3,"1448",2,1,"2","0","1","1","0","15","18",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/13/91",3,"1449",4,1,"1","1","0","0","0","33","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/13/91",3,"1450",4,1,"2","0","1","1","0","36","11",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/13/91",3,"1451",2,1,"2","0","1","1","0","12","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",3,"1452",2,1,"1","1","0","0","0","16","21",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",3,"1453",2,1,"1","1","0","0","0","15","20",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",3,"1454",4,1,"1","1","0","0","0","57","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/92",3,"1454",4,2,"1","3","0","0","0","62","18",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/13/91",3,"1455",4,1,"1","1","0","0","0","58","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/13/91",3,"1456",4,1,"1","1","0","0","0","57","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/13/91",3,"1457",4,1,"1","1","0","0","0","56","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/13/91",3,"1458",2,1,"2","0","1","1","0","11","13",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",3,"1459",2,1,"2","0","1","2","0","14","6",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/13/91",3,"1460",2,1,"1","2","0","0","0","19","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","04/29/92",1,"1461",4,1,"1","2","0","0","0","76","59",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/92",1,"1463",4,1,"1","3","0","0","0","68","37",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1471",4,1,"3",NA,NA,NA,NA,NA,"47",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",1,"A1526",4,1,"1","1",NA,NA,NA,"61","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/25/09",1,"A1526",4,2,"1","1",NA,NA,NA,"89","13",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",1,"A1527",4,1,"2",NA,"1","1",NA,"51","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",1,"A1528",4,1,"1","1",NA,NA,NA,"52","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",1,"A1529",4,1,"1","1",NA,NA,NA,"61","11",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",1,"A1530",4,1,"2",NA,"1","1",NA,"39","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",1,"A1531",2,6,"2",NA,"1","1",NA,"20","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/04/08",2,"A1532",4,1,"1","1",NA,NA,NA,"67","70",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",2,"A1533",4,1,"1","1",NA,NA,NA,"60","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",2,"A1534",4,1,"1","1",NA,NA,NA,"68","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/25/09",2,"A1534",4,2,"1","3",NA,NA,NA,"86","3",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/25/09",3,"A1534",4,2,"1","3",NA,NA,NA,"86","4",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",2,"A1535",4,1,"1","1",NA,NA,NA,"69","11",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",2,"A1536",4,1,"1","1",NA,NA,NA,"73","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",2,"A1537",4,1,"1","1",NA,NA,NA,"53","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",2,"A1538",4,1,"1","3",NA,NA,NA,"62","31",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",3,"A1538",4,7,"1","3",NA,NA,NA,"62","22",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",2,"A1539",4,6,"2",NA,"1","1",NA,"56","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",3,"A1540",4,1,"1","1",NA,NA,NA,"54","67",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",3,"A1541",4,1,"2",NA,"2","1",NA,"55","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",3,"A1542",4,1,"2",NA,"2","1",NA,"57","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",3,"A1543",4,1,"1","1",NA,NA,NA,"69","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",3,"A1544",2,1,"1","3",NA,NA,NA,"21","3",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","10/04/08",3,"A1545",4,1,"1","1",NA,NA,NA,"52","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",3,"A1546",4,1,"1","3",NA,NA,NA,"58","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/04/08",3,"A1547",4,1,"1","3",NA,NA,NA,"89","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",3,"A1548",4,1,"1","1",NA,NA,NA,"53","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",3,"A1549",4,1,"2",NA,"1","1",NA,"25","31",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",3,"A1550",4,1,"1","3",NA,NA,NA,"81","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",3,"A1551",4,1,"1","1",NA,NA,NA,"28","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/04/08",3,"A1552",2,6,"1","3",NA,NA,NA,"21","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","04/25/09",1,"A1553",4,1,"2",NA,"1","1",NA,"48","31",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",3,"A1553",4,2,"2",NA,"1","1",NA,"48","31",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",1,"A1555",4,1,"1","1",NA,NA,NA,"69","30",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",1,"A1556",4,1,"2",NA,"1","1",NA,"58","26",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",1,"A1557",2,1,"1","1",NA,NA,NA,"15","13",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/25/09",1,"A1558",4,1,"2",NA,"1","2",NA,"62","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",1,"A1559",4,1,"1","1",NA,NA,NA,"54","9",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",2,"A1559",4,2,"1","1",NA,NA,NA,"54","10",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/25/09",1,"A1560",4,1,"1","1",NA,NA,NA,"68","9",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/25/09",1,"A1561",4,1,"1","1",NA,NA,NA,"67","3",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",2,"A1562",4,1,"1","1",NA,NA,NA,"50","30",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",2,"A1563",2,1,"2",NA,"1","1",NA,"17","18",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/25/09",2,"A1564",4,1,"2",NA,"1","1",NA,"50","9",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/25/09",2,"A1565",4,1,"1","3",NA,NA,NA,"110","10",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/25/09",2,"A1566",4,1,"1","3",NA,NA,NA,"81","4",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/25/09",2,"A1567",4,1,"1","1",NA,NA,NA,"64","8",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",3,"A1568",4,1,"1","1",NA,NA,NA,"52","30",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",3,"A1569",4,1,"2",NA,"1","1",NA,"45","32",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/25/09",3,"A1570",2,1,"2",NA,"1","1",NA,"15","18",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/25/09",3,"A1571",4,1,"1","3",NA,NA,NA,"112","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/25/09",3,"A1572",2,1,"2",NA,"1","1",NA,"16","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/25/09",3,"A1573",4,1,"1","2",NA,NA,NA,"73","13",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/17/09",1,"A1574",4,1,"1","1",NA,NA,NA,"49","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",2,"A1576",4,1,"1","1",NA,NA,NA,"50","26",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",2,"A1577",4,6,"1","1",NA,NA,NA,"62","22",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",2,"A1578",4,1,"2",NA,"1","1",NA,"47","20",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",2,"A1579",2,6,"1","1",NA,NA,NA,"16","13",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/07/08",2,"A1580",4,1,"2",NA,"2","1",NA,"48","19",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/08",2,"A1581",4,1,"2",NA,"2","1",NA,"63","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",2,"A1582",4,1,"2",NA,"1","1",NA,"63","72",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",2,"A1583",4,1,"1","1",NA,NA,NA,"59","69",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",2,"A1584",4,1,"1","2",NA,NA,NA,"77","25",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",2,"A1585",4,1,"1","1",NA,NA,NA,"85","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",2,"A1586",4,1,"2",NA,"1","1",NA,"59","1",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",1,"A1586",4,2,"2",NA,"1","2","1","93","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",3,"A1587",4,1,"2",NA,"1","1",NA,"51","24",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",3,"A1588",4,1,"1","1",NA,NA,NA,"61","23",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",3,"A1589",4,1,"1","1",NA,NA,NA,"67","22",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",3,"A1590",4,6,"1","1",NA,NA,NA,"79","20",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/07/08",3,"A1591",4,1,"1","1",NA,NA,NA,"64","13",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/08",3,"A1592",4,1,"1","1",NA,NA,NA,"73","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/08",3,"A1593",4,1,"1","2",NA,NA,NA,"78","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",3,"A1594",4,1,"1","1",NA,NA,NA,"57","73",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",3,"A1595",4,1,"1","1",NA,NA,NA,"90","69",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",3,"A1596",4,1,"1","1",NA,NA,NA,"65","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/08",3,"A1597",4,1,"1","1",NA,NA,NA,"70","4",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/04/08",1,"A1599",2,1,"2",NA,"1","1",NA,"13","70",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/04/08",1,"A1600",4,1,"1","1",NA,NA,NA,"54","67",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",1,"G1627",4,1,"2",NA,"1","1",NA,"46","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",3,"G1627",4,2,"2",NA,"1","1",NA,"46","17",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/16/12",3,"G1666",6,6,"1","1",NA,NA,NA,"160","9",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T5","10/16/12",1,"G1701",4,1,"1","1",NA,NA,NA,"62","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",1,"G1703",4,1,"2",NA,"1","1",NA,"44","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",1,"G1704",4,1,"1","1",NA,NA,NA,"62","62",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1705",4,1,"2",NA,"1","1",NA,"40","77",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1706",4,6,"1","1",NA,NA,NA,"65","76",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1707",4,1,"2",NA,"1","2",NA,"44","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1708",4,1,"1","1",NA,NA,NA,"41","62",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1709",4,1,"1","1",NA,NA,NA,"56","43",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1710",4,1,"1","1",NA,NA,NA,"43","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1711",4,1,"1","1",NA,NA,NA,"47","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1712",2,1,"1","3",NA,NA,NA,"17","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/16/12",1,"G1713",2,1,"2",NA,"1","2",NA,"11","6",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/16/12",1,"G1714",4,1,"1","1",NA,NA,NA,"62","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/16/12",2,"G1715",2,1,"2",NA,"1","1",NA,"20","11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","10/16/12",3,"G1715",2,2,"2",NA,"1","1",NA,"20","11",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/16/12",2,"G1716",4,1,"1","1",NA,NA,NA,"63","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",2,"G1717",4,1,"1","1",NA,NA,NA,"50","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",2,"G1718",4,1,"1","1",NA,NA,NA,"38","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",2,"G1719",4,1,"1","3",NA,NA,NA,"67","48",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",2,"G1720",2,1,"1","3",NA,NA,NA,"15","6",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/16/12",2,"G1721",4,1,"2",NA,"1","2",NA,"37","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",2,"G1722",2,1,"1","2",NA,NA,NA,"20","101",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","10/16/12",3,"G1723",4,1,"2",NA,"2","2",NA,"53","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1724",4,1,"1","1",NA,NA,NA,"66","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1726",4,1,"1","1",NA,NA,NA,"60","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1728",4,1,"1","3",NA,NA,NA,"67","61",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1729",4,1,"1","1",NA,NA,NA,"48","49",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1730",4,1,"2",NA,"2","2",NA,"46","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1731",4,1,"1","1",NA,NA,NA,"51","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1732",4,1,"1","2",NA,NA,NA,"59","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",3,"G1733",4,1,"1","1",NA,NA,NA,"30","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","10/16/12",1,"G1734",4,1,"2",NA,"2","2",NA,"56","56",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",3,"G1735",4,1,"2",NA,"2","1",NA,"28","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",3,"G1736",4,1,"1","3",NA,NA,NA,"68","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",3,"G1737",4,1,"1","1",NA,NA,NA,"70","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","10/16/12",3,"G1738",4,1,"1","1",NA,NA,NA,"40","1",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/14/13",2,"G1738",4,2,"1","1",NA,NA,NA,"66","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","10/16/12",3,"G1740",2,1,"1","2",NA,NA,NA,"19","18",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","10/16/12",3,"G1741",2,1,"1","1",NA,NA,NA,"21","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","04/14/13",1,"G1742",4,1,"1","2",NA,NA,NA,"70","73",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/14/13",1,"G1743",4,1,"1","1",NA,NA,NA,"66","72",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/14/13",2,"G1743",4,2,"1","1",NA,NA,NA,"66","70",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/14/13",1,"G1744",4,1,"2",NA,"1","1",NA,"46","3",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/14/13",1,"G1745",4,1,"2",NA,"2","1",NA,"69","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/14/13",3,"G1745",4,2,"2",NA,"2","1",NA,"69","2",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/14/13",1,"G1746",2,1,"2",NA,"1","1",NA,"16","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/14/13",1,"G1747",4,1,"1","2",NA,NA,NA,"46","30",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/14/13",1,"G1748",2,1,"1","1",NA,NA,NA,"13","10",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/14/13",3,"G1748",2,2,"1","1",NA,NA,NA,"13","11",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/14/13",2,"G1749",4,1,"1","1",NA,NA,NA,"53","59",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/14/13",3,"G1749",4,2,"1","1",NA,NA,NA,"53","58",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/14/13",2,"G1750",4,1,"2",NA,"1","1",NA,"52","10",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/14/13",2,"G1751",4,1,"1","1",NA,NA,NA,"15","2",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/14/13",2,"G1752",4,1,"2",NA,"1","2",NA,"56","30",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/14/13",2,"G1754",2,1,"1","1",NA,NA,NA,"16","12",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/14/13",2,"G1755",2,1,"2",NA,"1","2","1","21","11",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/14/13",3,"G1755",2,2,"2",NA,"1","2","1","21","10",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/14/13",2,"G1756",2,1,"2",NA,"1","1",NA,"14","10",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/14/13",3,"G1756",2,2,"2",NA,"1","1",NA,"14","13",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/14/13",3,"G1757",4,1,"1","1",NA,NA,NA,"55","31",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/14/13",3,"G1758",4,1,"1","1",NA,NA,NA,"58","30",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/14/13",3,"G1759",2,1,"2",NA,"1","1",NA,"15","24",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/14/13",3,"G1760",4,1,"1","1",NA,NA,NA,"72","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/14/13",3,"G1761",4,1,"1","1",NA,NA,NA,"84","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/05/13",2,"G1761",4,2,"1","3",NA,NA,NA,"90","9",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/14/13",3,"G1762",4,1,"1","1",NA,NA,NA,"71","3",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/14/13",3,"G1763",2,1,"1","2",NA,NA,NA,"15","45",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/14/13",3,"G1764",2,1,"1","3",NA,NA,NA,"18","43",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/14/13",3,"G1765",4,1,"2",NA,"1",NA,"2","77","9",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/05/13",1,"G1766",4,1,"2",NA,"1","1",NA,"47","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/05/13",2,"G1766",4,2,"2",NA,"1","1",NA,"47","26",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/05/13",1,"G1767",2,1,"1","2",NA,NA,NA,"19","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/05/13",1,"G1768",2,6,"2",NA,"1","1",NA,"11","13",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/05/13",1,"G1769",2,1,"1","2",NA,NA,NA,"16","12",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/05/13",1,"G1770",4,1,"2",NA,"1","1",NA,"70","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/05/13",1,"G1771",4,1,"1","1",NA,NA,NA,"37","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/05/13",1,"G1772",4,1,"1","3",NA,NA,NA,"77","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/05/13",1,"G1773",4,1,"2",NA,"1","1",NA,"36","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/05/13",1,"G1774",2,1,"2",NA,"1","1",NA,"12","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/05/13",1,"G1775",2,1,"1","1",NA,NA,NA,"16","3",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/05/13",1,"G1776",4,1,"1","1",NA,NA,NA,"56","80",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",1,"G1777",4,1,"2",NA,"2","2",NA,"48","75",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",1,"G1779",4,1,"1","3",NA,NA,NA,"69","71",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",1,"G1780",4,1,"1","1",NA,NA,NA,"48","69",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",1,"G1781",4,1,"2",NA,"1","2","1","51","63",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/24/90",2,"2009",2,1,"1","3","0","0","0","19","25",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","03/24/90",3,"2009",2,2,"1","3","0","0","0","19","22",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/93",2,"2263",4,1,"1","1","0","0","0","44","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",2,"2264",4,1,"1","1","0","0","0","40","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",2,"2294",2,1,"1","1","0","0","0","11","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/93",2,"2295",2,2,"1","3","0","0","0","18","16",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
