"time","grid","trap","l_ear","r_ear","sex","age","weight","hindft","count","date"
"7:00","bonrip","2e","770","771","m","a","1590",NA,1,"2001-03-11"
"9:30","bonmat","2d","836","837","m","a","1640",NA,1,"2001-03-11"
"7:00","bonrip","3c","679","678","m","a","1490",NA,1,"2001-03-11"
"7:00","bonrip","10b","594","595","m","a","1620",NA,1,"2001-03-11"
"7:00","bonrip","2c","586","587","m","a","1460",NA,1,"2001-03-11"
"7:00","bonrip","1b","82","83","f","a","1500",NA,1,"2001-03-11"
"9:30","bonmat","3a","828","829","f","a","1560",NA,1,"2001-03-11"
"8:35","bonrip","3b","662","663","m","a","1570",NA,1,"2001-03-12"
"11:45","bonmat","5f","692","693","m","a","1410",NA,1,"2001-03-12"
"9:09","bonrip","4c","679","678","m","a","1425",NA,1,"2001-03-12"
"10:37","bonmat","2d","836","837","m","a","1575",NA,1,"2001-03-12"
"8:15","bonrip","3e","770","771","m","a","1590",NA,1,"2001-03-12"
"11:33","bonmat","4f","864","865","m","a","1440",NA,1,"2001-03-12"
"9:23","bonrip","5d","586","587","m","a","1395",NA,1,"2001-03-12"
"11:10","bonmat","3a","1054","1055","m","a","1490",NA,1,"2001-03-12"
"8:25","bonrip","2c","82","83","f","a","1435",NA,1,"2001-03-12"
"11:25","bonmat","3d","688","1037","f","a","1750",NA,1,"2001-03-12"
"10:50","bonmat","2a","828","829","f","a","1485",NA,1,"2001-03-12"
"8:00","bonrip","1e","631","632","f","a","1770",NA,1,"2001-03-12"
"10:00","bonrip","2e","770","771","m","a","1560",NA,1,"2001-03-13"
"11:50","bonrip","8c","594","595","m","a","1640",NA,1,"2001-03-13"
"13:50","bonmat","2d","836","837","m","a","1560",NA,1,"2001-03-13"
"14:15","bonmat","5e","692","693","m","a","1560",NA,1,"2001-03-13"
"10:20","bonrip","2b","662","663","m","a","1530",NA,1,"2001-03-13"
"10:45","bonrip","4c","679","678","m","a","1370",NA,1,"2001-03-13"
"11:14","bonrip","4d","586","587","m","a","1380",NA,1,"2001-03-13"
"13:20","bonmat","3b","1084","1085","m","a","1640",NA,1,"2001-03-13"
"10:35","bonrip","3b","1082","1083","f","a","1470",NA,1,"2001-03-13"
"11:35","bonrip","7c","627","628","f","a","1960",NA,1,"2001-03-13"
"14:30","bonmat","5c","688","1037","f","a","1590",NA,1,"2001-03-13"
"10:10","bonrip","3d","82","83","f","a","1500",NA,1,"2001-03-13"
"13:40","bonmat","2b","828","829","f","a","1590",NA,1,"2001-03-13"
"9:25","bonrip","5d","586","587",NA,NA,"1380",NA,1,"2001-03-14"
"10:20","bonrip","10c","594","595",NA,NA,"1620",NA,1,"2001-03-14"
"8:00","bonrip","1c","82","83",NA,NA,NA,NA,1,"2001-03-14"
"8:10","bonrip","1d","631","632",NA,NA,NA,NA,1,"2001-03-14"
"8:20","bonrip","1e","770","771",NA,NA,NA,NA,1,"2001-03-14"
"8:40","bonrip","3b","679","678",NA,NA,NA,NA,1,"2001-03-14"
"8:50","bonrip","3d","1082","1083",NA,NA,NA,NA,1,"2001-03-14"
"9:00","bonrip","4d","662","663",NA,NA,NA,NA,1,"2001-03-14"
"12:30","bonmat","5b","1054","1055","m","a","1370",NA,1,"2001-03-14"
"12:10","bonmat","4e","864","865","m","a","1450",NA,1,"2001-03-14"
"11:15","bonmat","1g","836","837","m","a","1460",NA,1,"2001-03-14"
"13:00","bonmat","6e","692","693","m","a","1500",NA,1,"2001-03-14"
"11:50","bonmat","2f","1086","1087","m","a","1470",NA,1,"2001-03-14"
"11:30","bonmat","2b","828","829","f","a","1590",NA,1,"2001-03-14"
"12:10","bonmat","4c","688","1037","f","a","1650",NA,1,"2001-03-14"
"9:50","bonrip","9d","627","628",NA,"a","1830",NA,1,"2001-03-14"
"12:22","bonmat","3c","1025","1026","m","a","1240",NA,1,"2001-06-19"
"11:00","bonrip","6d","586","587","m","a","1440",NA,1,"2001-06-19"
"9:01","bonrip","1c","805","806","f","a","1700",NA,1,"2001-06-19"
"18:40","bonrip","6b","560","561","f","a","2365",NA,1,"2001-06-19"
"12:56","bonmat","4c","1101","1102","f","j","380",NA,1,"2001-06-19"
"7:53","bonrip","1b","770","771","m","a","1470",NA,1,"2001-06-20"
"20:33","bonrip","6d","560","561","f","a","2310",NA,1,"2001-06-21"
"19:00","bonrip","1b","805","806","f","a","1690",NA,1,"2001-06-21"
"10:00","bonmat","4c","688","1037","f","a","1930",NA,1,"2001-06-21"
"10:30","bonmat","4e","1090","1091","m","j","380",NA,1,"2001-06-21"
"20:13","bonrip","5a","1092","1093","m","j","400",NA,1,"2001-06-21"
"8:00","bonrip","1c","770","771","m","a","1410",NA,1,"2001-06-22"
"11:00","bonmat","3c","1025","1026","m","a","1240",NA,1,"2001-06-22"
"9:00","bonrip","4b","679","678","m","a","1470",NA,1,"2001-06-22"
"9:15","bonrip","4b","1092","1093","m","j","420",NA,1,"2001-06-22"
"11:36","bonmat","3c","864","865","m","a","1530",NA,1,"2001-08-01"
"9:55","bonrip","6c","1149","1150","m","a","730",NA,1,"2001-08-01"
"8:40","bonrip","1b","1162","1163","m","a","1560",NA,1,"2001-08-01"
"9:25","bonrip","6b","1155","1156","m","a","1130",NA,1,"2001-08-01"
"8:41","bonrip","2b","770","771","m","a","1570",NA,1,"2001-08-01"
"11:05","bonmat","4d","864","865","m","a","1570",NA,1,"2001-08-01"
"10:00","bonrip","1e","627","628","f","a","1940",NA,1,"2001-08-01"
"7:30","bonrip","1a","1137","1139","f","a","1610",NA,1,"2001-08-01"
"17:54","bonrip","4c","1137","1139","f","a","1660",NA,1,"2001-08-01"
"10:15","bonmat","1c","688","1037","f","a","1720",NA,1,"2001-08-01"
"12:07","bonmat","4c","688","1037","f","a",NA,NA,1,"2001-08-01"
"9:10","bonrip","2b","1137","1139","f","a","1610",NA,1,"2001-08-01"
"18:19","bonrip","2b","1137","1139","f","a","1670",NA,1,"2001-08-01"
"9:00","bonrip","2a","1137","1139","f","a","1570",NA,1,"2001-08-01"
"9:30","bonrip","4b","1144","1145","m","j","710",NA,1,"2001-08-01"
"9:12","bonrip","1d","1166","1167","m","j","990",NA,1,"2001-08-01"
"9:00","bonmat","4a","1153","1154","m","j","500",NA,1,"2001-08-01"
"19:35","bonrip","5b","1142","1143","m","j","1220",NA,1,"2001-08-01"
"10:15","bonrip","8e","1151","1152","m","j","870",NA,1,"2001-08-01"
"9:44","bonrip","9b","1158","1159","m","j","990",NA,1,"2001-08-01"
"12:25","bonmat","5a","1153","1154","m","j","510",NA,1,"2001-08-01"
"19:16","bonmat","2b","1153","1154","m","j","530",NA,1,"2001-08-01"
"9:34","bonrip","4d","1092","1093","f","j","1200",NA,1,"2001-08-01"
"9:25","bonrip","6d","1147","1148","f","j","1110",NA,1,"2001-08-01"
"10:26","bonmat","4e","1160","1161","f","j","580",NA,1,"2001-08-01"
"10:30","bonmat","4c","1140","1141","f","j","550",NA,1,"2001-08-01"
"9:08","bonrip","3a","1164","1165","f","j","740",NA,1,"2001-08-01"
"9:45","bonrip","6b","1168","1169","f","j","650",NA,1,"2001-08-01"
"9:35","bonrip","3d","1147","1148","f","j","1200",NA,1,"2001-08-01"
"7:55","bonrip","1c","770","771","m","a","1690",NA,1,"2001-10-30"
"8:05","bonrip","3d","1201","1202","f","a","1540",NA,1,"2001-10-30"
"8:55","bonrip","7e","1142","1143","m","j","1540",NA,1,"2001-10-30"
"10:18","bonmat","5e","1206","1205","m","j","1260",NA,1,"2001-10-30"
"9:45","bonmat","1b","1203","1204","m","j","1410",NA,1,"2001-10-30"
"8:30","bonrip","4e","770","771","m","a","1640",NA,1,"2001-10-31"
"9:40","bonmat","4e","864","865","m","a","1510",NA,1,"2001-10-31"
"10:20","bonmat","5c","864","865","m","a","1630",NA,1,"2001-11-02"
"8:40","bonrip","7e","1201","1202","f","a","1410",NA,1,"2001-11-02"
"8:30","bonrip","4a","1201","1202","f",NA,"1540","139",1,"2002-03-05"
"9:00","bonrip","1c","770","771","m",NA,"1530","146",1,"2002-03-06"
"9:45","bonmat","1c","1209","1210","m",NA,"1300","135",1,"2002-03-06"
"8:40","bonrip","7d","1060","1058","m",NA,"1560","131",1,"2002-03-06"
"8:25","bonrip","5c","1201","1202","f",NA,"1510","138",1,"2002-03-06"
"9:35","bonrip","1e","770","771","m",NA,"1450","146",1,"2002-03-07"
"9:00","bonrip","9a","1142","1143","m",NA,"1610","146",1,"2002-03-07"
"9:15","bonrip","6b","1060","1058","m",NA,"1520","135",1,"2002-03-07"
"9:25","bonrip","4c","1201","1202","f",NA,"1480","138",1,"2002-03-07"
"8:35","bonrip","1e","770","771","m",NA,"1560","146",1,"2002-03-08"
"9:30","bonrip","8c","1142","1143","m",NA,"1560","146",1,"2002-03-08"
"9:00","bonrip","3d","663","662","m",NA,"1620","136",1,"2002-03-08"
"9:15","bonrip","7d","1201","1202","f",NA,"1450","139",1,"2002-03-08"
"6","bonrip ","4b ","1058","1060","m ",NA,"1460","119",1,"2002-08-06"
"18","bonrip ","5b ","1215","1216","m ",NA,"925","118",1,"2002-08-06"
"6","bonrip ","2c ","1201","1202","f ",NA,"1510","134",1,"2002-08-06"
"6","bonmat ","4c ","1213","1214","f ",NA,"475","88",1,"2002-08-06"
"6","bonrip ","4b ","1217","1218","m ",NA,"1000","134",1,"2002-08-07"
"18","bonmat ","4e ","1221","1222","m ",NA,"565","90",1,"2002-08-07"
"6","bonmat ","4c ","1219","1220","f ",NA,"380","87",1,"2002-08-07"
"18","bonrip ","5c ","1201","1202",NA,NA,"1540",NA,1,"2002-08-07"
"6","bonrip ","2b ","1201","1202",NA,NA,"1625",NA,1,"2002-08-07"
"6","bonmat ","1e ","1223","1225","m ",NA,"1025","127",1,"2002-08-08"
"18","bonmat ","1b ","1228","1229","m ",NA,"700","99",1,"2002-08-08"
"6","bonmat ","2b ","1226","1227","m ",NA,"650","90",1,"2002-08-08"
"18","bonmat ","6b ","1230","1231","f ",NA,"450","96",1,"2002-08-08"
"6","bonrip ","6d ","1217","1218",NA,NA,"990",NA,1,"2002-08-08"
"18","bonrip ","1b ","1201","1202",NA,NA,"1400",NA,1,"2002-08-08"
"6","bonrip ","4b ","1201","1202",NA,NA,NA,NA,1,"2002-08-08"
"6","bonrip ","8a","1234","1235","f",NA,"550","102",1,"2002-08-09"
"6","bonmat ","2a","1236","1238","f",NA,"800","92",1,"2002-08-09"
"6","bonrip ","6a","1323","1233",NA,NA,"675",NA,1,"2002-08-09"
"6","bonrip ","5e","1217","1218",NA,NA,"1175",NA,1,"2002-08-09"
"6","bonrip ","2c","1201","1202",NA,NA,"1380",NA,1,"2002-08-09"
"6","bonmat ","5f","1221","1222",NA,NA,NA,NA,1,"2002-08-09"
"9:25","bonrip","6b","662","663","m","a","1430","140",1,"2002-11-22"
"10:20","bonrip","2c","662","663","m","a","1660","140",1,"2002-11-23"
"9:40","bonrip","2a","662","663","m","a",NA,"140",1,"2002-11-24"
"9:10","bonrip","3d","1244","1245","f",NA,"1300","142",1,"2003-03-20"
"9:00","bonrip","7d","662","663","m",NA,"1600","137",1,"2003-03-30"
"9:20","bonrip","8e","1502","1503","m",NA,"1300","136",1,"2003-03-30"
"9:45","bonrip","10e","1058","1060","m",NA,"1475","135",1,"2003-03-30"
"8:40","bonrip","6e","1244","1245","f",NA,"1300","142",1,"2003-03-30"
"10:00","bonrip","2c","662","663","m",NA,"1600","137",1,"2003-03-31"
"10:50","bonrip","9a","1502","1503","m",NA,"1300","136",1,"2003-03-31"
"11:30","bonmat","2b","1209","1210","m",NA,"1450","135",1,"2003-03-31"
"11:05","bonrip","10c","1058","1060","m",NA,"1475","135",1,"2003-03-31"
"10:30","bonrip","4c","1244","1245","f",NA,"1300","142",1,"2003-03-31"
"10:30","bonmat","4d","639","640","m",NA,"1350","134",1,"2003-06-04"
"9:42","bonrip","4d","1504","1505","m",NA,"1200","131",1,"2003-06-04"
"9:14","bonrip","2b","1244","1245","f",NA,"1450","140",1,"2003-06-04"
"10:15","bonrip","2a","1244","1245","f",NA,"1450","140",1,"2003-06-06"
"10:40","bonrip","6b","1525","1526","f",NA,"1675","134",1,"2003-06-06"
"9:50","bonrip","10c","1244","1245","f",NA,"1450","141",1,"2003-08-19"
"8:45","bonrip","3a","1525","1526","f","a","1375","134",1,"2003-08-19"
"9:10","bonrip","6b","1510","1515","m","j","1250","134",1,"2003-08-19"
"8:55","bonrip","4d","1507","1520","m","j","800","108",1,"2003-08-19"
"9:25","bonrip","7a","1506","1511","f","j","1350","133",1,"2003-08-19"
"9:35","bonrip","9b","1508","1519","f","j","850","110",1,"2003-08-19"
"18:20","bonrip","7a","1502","1503","m",NA,"1550","134",1,"2003-08-20"
"9:00","bonrip","3b","1244","1245","f",NA,"1250","141",1,"2003-08-20"
"18:40","bonrip","5d","1244","1245","f",NA,"1250","141",1,"2003-08-20"
"9:40","bonrip","9c","1523","1524","f",NA,"1600","135",1,"2003-08-20"
"8:45","bonrip","3a","1525","1526","f",NA,"1350","134",1,"2003-08-20"
"9:20","bonrip","6d","1234","1235","f",NA,"1600","125",1,"2003-08-20"
"9:30","bonrip","6b","1250","1252",NA,NA,NA,NA,1,"2003-08-20"
"8:35","bonrip","4a","1509","1514","m","j","790","104",1,"2003-08-20"
"9:55","bonrip","8b","1508","1519","f","j","800","111",1,"2003-08-20"
"10:40","bonmat","6b","1521","1522","f","j","750","110",1,"2003-08-20"
"10:30","bonmat","3b","1512","1516","f","j","650","104",1,"2003-08-20"
"18:30","bonmat","1c","1209","1210","m",NA,"1400","134",1,"2003-08-21"
"9:00","bonmat","2d","1628","1629","m",NA,"1150","132",1,"2003-08-21"
"10:25","bonrip","5b","1239","1240","m",NA,"1350","132",1,"2003-08-21"
"8:45","bonmat","4f","1626","1627","f",NA,"1425","142",1,"2003-08-21"
"9:20","bonrip","10a","1630","1631","f",NA,"1375","138",1,"2003-08-21"
"10:05","bonrip","6c","1234","1235","f",NA,"1575","133",1,"2003-08-21"
"9:55","bonrip","6a","1506","1511","f",NA,NA,"132",1,"2003-08-21"
"19:05","bonrip","10a","1634","1635","f",NA,"1250","129",1,"2003-08-21"
"9:45","bonrip","8b","1250","1252","m","j","1175","131",1,"2003-08-21"
"9:35","bonrip","9c","1632","1633","m","j","1175","130",1,"2003-08-21"
"10:35","bonrip","2a","1507","1520","m","j","700","108",1,"2003-08-21"
"8:35","bonmat","3a","1521","1522","f","j","875","110",1,"2003-08-21"
"10:10","bonrip","5e","1244","1245",NA,"mort","1200",NA,1,"2003-08-21"
"9:25","bonrip","6c","1502","1503","m",NA,"1400","134",1,"2003-08-22"
"9:10","bonrip","7a","1509","1514","m",NA,"800","104",1,"2003-08-22"
"8:50","bonrip","10b","1630","1631","f",NA,"1250","138",1,"2003-08-22"
"9:35","bonrip","5a","1525","1526","f",NA,"1400","134",1,"2003-08-22"
"10:00","bonrip","2e","1638","1639","f","j","910","118",1,"2003-08-22"
"9:00","bonrip","9e","1508","1519","f","j","750","111",1,"2003-08-22"
"9:40","bonrip","4d","1636","1637","f","j","275","70",1,"2003-08-22"
"8:20","bonrip","6a","1509","1514","m",NA,"725","104",1,"2003-08-23"
"8:15","bonrip","5a","1525","1526","f",NA,"1400","135",1,"2003-08-23"
"9:55","bonrip","8c","1234","1235","f",NA,"1575","133",1,"2003-08-23"
"10:05","bonrip","2b","1506","1511","f",NA,"1325","132",1,"2003-08-23"
"8:35","bonrip","6c","1250","1252","m","j","1125","131",1,"2003-08-23"
"9:45","bonrip","10b","1508","1519","f","j","775","111",1,"2003-08-23"
"10:30","bonmat","3b","1521","1522","f","j","875","110",1,"2003-08-23"
"11:14","bonrip","2e","1510","1515","m",NA,NA,"128",1,"2004-03-10"
"11:39","bonrip","7d","1234","1235","f",NA,NA,"133",1,"2004-03-10"
"11:00","bonrip","1b","1601","1602","f",NA,NA,"130",1,"2004-03-10"
NA,"bonrip","6e","1502","1503","m",NA,NA,"138",1,"2004-03-11"
NA,"bonrip","9b","1607","1616","m",NA,NA,"134",1,"2004-03-11"
NA,"bonrip","1e","1510","1515","m",NA,NA,"129",1,"2004-03-11"
NA,"bonrip","5d","1608","1615","f",NA,NA,"135",1,"2004-03-11"
NA,"bonrip","7a","1234","1235","f",NA,NA,"133",1,"2004-03-11"
NA,"bonrip","5a","1618","1619","f",NA,NA,"124",1,"2004-03-11"
NA,"bonrip","7e","1502","1503","m",NA,NA,"138",1,"2004-03-12"
NA,"bonrip","2e","1510","1515","m",NA,NA,"128",1,"2004-03-12"
NA,"bonrip","4d","1608","1615","f",NA,NA,"135",1,"2004-03-12"
NA,"bonrip","1a","1601","1602","f",NA,NA,"131",1,"2004-03-12"
NA,"bonrip","5e","1502","1503","m",NA,NA,"138",1,"2004-03-13"
NA,"bonmat","3b","639","640","m",NA,NA,"135",1,"2004-03-13"
NA,"bonrip","9b","1607","1616","m",NA,NA,"134",1,"2004-03-13"
NA,"bonrip","1e","1510","1515","m",NA,NA,"128",1,"2004-03-13"
NA,"bonrip","4d","1608","1615","f",NA,NA,"135",1,"2004-03-13"
NA,"bonrip","7a","1234","1235","f",NA,NA,"133",1,"2004-03-13"
NA,"bonrip","1a","1601","1602","f",NA,NA,"131",1,"2004-03-13"
NA,"bonrip","6c","1618","1619","f",NA,NA,"124",1,"2004-03-13"
NA,"bonrip","10c","1634","1635","f",NA,"1800","135",1,"2004-05-30"
NA,"bonrip","7d","1506","1511","f",NA,"1850","133",1,"2004-05-30"
NA,"bonrip","9a","1506","1511","f",NA,"1850","133",1,"2004-05-30"
NA,"bonrip","7a","1234","1235","f",NA,"1950","133",1,"2004-05-30"
NA,"bonrip","1e","1608","1615","f",NA,"1800","131",1,"2004-05-30"
NA,"bonrip","5c","1801","1802","m",NA,"1400","133",1,"2004-05-31"
NA,"bonrip","6a","1801","1802","m",NA,"1400","133",1,"2004-05-31"
NA,"bonmat","3b","1209","1210","m",NA,"1850","133",1,"2004-05-31"
NA,"bonrip","10e","1634","1635","f",NA,"1800","135",1,"2004-05-31"
NA,"bonrip","4d","1234","1235","f",NA,"1950","133",1,"2004-05-31"
NA,"bonrip","9c","1234","1235","f",NA,"1950","133",1,"2004-05-31"
NA,"bonrip","3d","1608","1615","f",NA,"1800","131",1,"2004-05-31"
NA,"bonmat","1c","1209","1210","m",NA,"1850","134",1,"2004-06-01"
NA,"bonrip","8b","1801","1802","m",NA,"1400","133",1,"2004-06-01"
NA,"bonrip","7a","1801","1802","m",NA,"1850","133",1,"2004-06-01"
NA,"bonrip","10b","1506","1511","f",NA,"1850","133",1,"2004-06-01"
NA,"bonrip","2d","1608","1615","f",NA,"1800","131",1,"2004-06-01"
NA,"bonmat","4c","1803","1804","f",NA,"1400","130",1,"2004-06-01"
NA,"bonrip","6a","1807","1808","m",NA,"1950","136",1,"2004-06-02"
NA,"bonrip","8a","1801","1802","m",NA,"1850","133",1,"2004-06-02"
NA,"bonrip","5d","1805","1806","m",NA,"1350","131",1,"2004-06-02"
NA,"bonrip","10b","1634","1635","f",NA,"1800","135",1,"2004-06-02"
NA,"bonrip","1b","1608","1615","f",NA,"1850","131",1,"2004-06-02"
NA,"bonmat","1d","1209","1210","m",NA,"1850","134",1,"2004-06-03"
NA,"bonrip","4c","1801","1802","m",NA,"1400","133",1,"2004-06-03"
NA,"bonrip","7a","1506","1511","f",NA,"1800","133",1,"2004-06-03"
NA,"bonrip","8b","1234","1235","f",NA,"1850","133",1,"2004-06-03"
NA,"bonrip","2b","1608","1615","f",NA,"1850","132",1,"2004-06-03"
NA,"bonrip","8b","1809","1810","f",NA,"1450","139",1,"2004-08-25"
NA,"bonrip","6a","1807","1808","m",NA,"1275","136",1,"2004-08-26"
NA,"bonrip","3c","1510","1515","m",NA,"1450","133",1,"2004-08-26"
NA,"bonrip","3c","1510","1515","m",NA,"1450","133",1,"2004-08-26"
NA,"bonrip","7a","1506","1511","f",NA,"1665","139",1,"2004-08-26"
NA,"bonrip","6c","1815","1816","f",NA,"1425","138",1,"2004-08-26"
NA,"bonmat","1c","1817","1818","f",NA,"1400","137",1,"2004-08-26"
NA,"bonrip","6b","1608","1615","f",NA,"1610","135",1,"2004-08-26"
NA,"bonrip","8c","1634","1635","f",NA,"1600","134",1,"2004-08-26"
NA,"bonrip","2e","1811","1812","f",NA,"1380","133",1,"2004-08-26"
NA,"bonrip","4d","1813","1814","m","j","450","98",1,"2004-08-26"
NA,"bonrip","5b","1510","1515","m",NA,"1450","133",1,"2004-08-27"
NA,"bonrip","10a","1821","1822","f",NA,"1410","145",1,"2004-08-27"
NA,"bonrip","8a","1809","1810","f",NA,"1450","139",1,"2004-08-27"
NA,"bonrip","10d","1506","1511","f",NA,"1650","139",1,"2004-08-27"
NA,"bonrip","6a","1506","1511","f",NA,"1700","139",1,"2004-08-27"
NA,"bonrip","6b","1634","1635","f",NA,"1550","134",1,"2004-08-27"
NA,"bonrip","9d","1634","1635","f",NA,"1600","134",1,"2004-08-27"
NA,"bonrip","2d","1819","1820","m","j","1325","140",1,"2004-08-27"
NA,"bonrip","4d","1813","1814","m","j","400","99",1,"2004-08-27"
NA,"bonmat","3c","1823","1824","f","j","350","97",1,"2004-08-27"
NA,"bonrip","10c","1801","1802","m",NA,"1400","136",1,"2004-08-28"
NA,"bonrip","6b","1510","1515","m",NA,"1375","133",1,"2004-08-28"
NA,"bonrip","5a","1506","1511","f",NA,"1375","133",1,"2004-08-28"
NA,"bonmat","4f","1827","1828",NA,NA,NA,NA,1,"2004-08-28"
NA,"bonmat","4a","1825","1826","f","j","700","108",1,"2004-08-28"
NA,"bonrip","10a","1801","1802","m",NA,"1350","135",1,"2004-08-29"
NA,"bonrip","6a","1510","1515","m",NA,"1350","133",1,"2004-08-29"
NA,"bonrip","8a","1821","1822","f",NA,"1400","142",1,"2004-08-29"
NA,"bonrip","6e","1815","1816","f",NA,"1400","138",1,"2004-08-29"
NA,"bonrip","4d","1608","1615","f",NA,"1550","135",1,"2004-08-29"
NA,"bonrip","10c","1634","1635","f",NA,"1550","134",1,"2004-08-29"
NA,"bonrip","3e","1811","1812","f",NA,"1350","133",1,"2004-08-29"
NA,"bonrip","4e","1831","1832","m","j","500","94",1,"2004-08-29"
NA,"bonrip","1c","1829","1830","f","j","750","113",1,"2004-08-29"
NA,"bonrip","5d","1833","1834","f","j","500","98",1,"2004-08-29"
NA,"bonrip","5a","1506","1511",NA,"mort",NA,NA,1,"2004-08-29"
NA,"bonrip","2b","1510","1515","m",NA,"1500","136",1,"2004-11-17"
NA,"bonrip","4b","1813","1814","m",NA,"1225","135",1,"2004-11-17"
NA,"bonrip","5c","1835","1836","m",NA,"1275","133",1,"2004-11-17"
NA,"bonrip","3c","1813","1814","m",NA,"1175","135",1,"2004-11-18"
NA,"bonrip","5d","1821","1822","f",NA,"1425","143",1,"2004-11-18"
NA,"bonmat","2c","1817","1818","f",NA,"1375","139",1,"2004-11-18"
NA,"bonrip","6d","1809","1810","f",NA,"1475","138",1,"2004-11-18"
NA,"bonrip","3a","1510","1515","m",NA,"1475","136",1,"2004-11-19"
NA,"bonrip","6e","1608","1615","f",NA,"1525","137",1,"2004-11-20"
NA,"bonrip","8e","1837","1838","f",NA,"1575","138",1,"2004-11-21"
NA,"bonrip","10c","1813","1814","m",NA,"1225","135",1,"2004-11-22"
NA,"bonrip","6c","1510","1515","m",NA,"1600","144",1,"2005-03-17"
NA,"bonrip","4e","1608","1615","f",NA,"1500","137",1,"2005-03-17"
NA,"bonrip","8a","1801","1802","m",NA,"1500","138",1,"2005-03-18"
NA,"bonrip","7e","1608","1615","f",NA,"1500","137",1,"2005-03-18"
NA,"bonrip","9e","1634","1635","f",NA,"1470","135",1,"2005-03-18"
NA,"bonrip","6c","1510","1515","m",NA,"1600","144",1,"2005-03-19"
NA,"bonrip","1e","1839","1840","m",NA,"1350","138",1,"2005-03-19"
NA,"bonrip","7e","1841","1842","m",NA,"1350","138",1,"2005-03-19"
NA,"bonrip","8b","1801","1802","m",NA,"1500","138",1,"2005-03-19"
NA,"bonrip","6b","1608","1615","f",NA,"1500","137",1,"2005-03-19"
NA,"bonrip","8a","1634","1635","f",NA,"1470","135",1,"2005-03-19"
NA,"bonrip","1c","1819","1820","m",NA,"1570","148",1,"2005-03-20"
NA,"bonrip","5b","1510","1515","m",NA,"1600","144",1,"2005-03-20"
NA,"bonrip","1b","1839","1840","m",NA,"1350","138",1,"2005-03-20"
NA,"bonrip","6c","1841","1842","m",NA,"1350","138",1,"2005-03-20"
NA,"bonrip","10e","1801","1802","m",NA,"1500","138",1,"2005-03-20"
NA,"bonrip","4a","1608","1615","f",NA,"1500","137",1,"2005-03-20"
NA,"bonrip","6a","1618","1619","f",NA,"1360","127",1,"2005-03-20"
NA,"bonrip","9e","1807","1808","m","a","1290","127",1,"2005-06-21"
NA,"bonrip","4a","1615","1608","f","a","1890","130",1,"2005-06-21"
NA,"bonrip","2c","1848","1847","m","j","620","100",1,"2005-06-21"
NA,"bonrip","3c","1846","1845","f","j","620","100",1,"2005-06-21"
NA,"bonrip","4d","1843","1844","f","j","312","96",1,"2005-06-21"
NA,"bonrip","7a","1510","1515","m","a","1465","135",1,"2005-06-22"
NA,"bonrip","6b","1618","1619","f","a","1640","115",1,"2005-06-22"
NA,"bonrip","5a","1615","1608",NA,"a","1870","130",1,"2005-06-22"
NA,"bonrip","4d","1850","1849","m","j","600","95",1,"2005-06-22"
NA,"bonrip","3e","1846","1845",NA,NA,NA,NA,1,"2005-06-23"
NA,"bonrip","4b","1899","1820","m","a","1390","142",1,"2005-06-23"
NA,"bonrip","6c","1615","1608",NA,"a","1630",NA,1,"2005-06-23"
NA,"bonrip","9d","1510","1515",NA,"a","1465","135",1,"2005-06-23"
NA,"bonrip","2e","1811","1812",NA,"a","1830","132",1,"2005-06-23"
NA,"bonrip","4a","1618","1619",NA,"a","1580",NA,1,"2005-06-23"
NA,"bonrip","10a","1897","1896","m","j","690","100",1,"2005-06-23"
NA,"bonrip","1e","1851","1852","f","j","640","95",1,"2005-06-23"
NA,"bonrip","8a","1843","1844",NA,"j","540",NA,1,"2005-06-23"
NA,"bonrip","4d","1850","1849",NA,"j","640",NA,1,"2005-06-23"
NA,"bonrip","4d","1848","1847",NA,NA,NA,NA,1,"2005-06-24"
NA,"bonrip","6b","1510","1515",NA,NA,NA,NA,1,"2005-06-24"
NA,"bonrip","10c","1510","1515",NA,NA,NA,NA,1,"2005-06-24"
NA,"bonrip","10e",NA,"1853",NA,NA,NA,NA,1,"2005-06-24"
NA,"bonrip","3c","1899","1820",NA,"a","1415",NA,1,"2005-06-24"
NA,"bonrip","5d","1618","1619",NA,"a","1490",NA,1,"2005-06-24"
NA,"bonrip","8b","1615","1608",NA,"a","1470",NA,1,"2005-06-24"
NA,"bonrip","7a","1859","1860","m","j","510","90",1,"2005-06-24"
NA,"bonrip","1c","1856","1855","f","j","660","97",1,"2005-06-24"
NA,"bonrip","6c","1858","1857","f","j","465","84",1,"2005-06-24"
NA,"bonrip","2e","1846","1845",NA,"j","590",NA,1,"2005-06-24"
NA,"bonrip","3d","1899","1820","m","a","1675","144",1,"2005-08-09"
NA,"bonrip","9a","1865","1866","m","a","1150","131",1,"2005-08-09"
NA,"bonrip","2a","1887","1888","m","a","1325","129",1,"2005-08-09"
NA,"bonrip","8c","1869","1870","f","a","1250","141",1,"2005-08-09"
NA,"bonrip","7a","1871","1872","f","a","1350","135",1,"2005-08-09"
NA,"bonrip","4e","1811","1812","f","a","1600","134",1,"2005-08-09"
NA,"bonrip","9c","1867","1878","f","a","1650","134",1,"2005-08-09"
NA,"bonrip","5e","1875","1876","f","a","1400","133",1,"2005-08-09"
NA,"bonrip","4a","1877","1878","f","a","1350","132",1,"2005-08-09"
